slug,source,substrate,severity,severity_prob,prompt_injection_prob,malicious_code_prob,secret_exposure_prob,untrusted_fetch_prob,content_len,defender_positive
tuist/claude-marketplace,github_plugins,plugins,L0,0.9868,0.0003,0.0001,0.0002,0.0302,2182,False
artokun/comfyui-mcp,github_plugins,plugins,L2,0.9982,0.0015,0.0028,0.0204,0.4129,8192,False
cliftonc/drizzle-cube,github_plugins,plugins,L1,0.9994,0.0004,0.0001,0.0009,0.0256,8192,False
forsonny/The-Crucible-Writing-System-For-Claude,github_plugins,plugins,L1,0.9945,0.0005,0.0003,0.0002,0.0049,8192,False
piotrjura/pm,github_plugins,plugins,L2,0.9123,0.0074,0.0347,0.0115,0.0513,8192,False
slackapi/slack-mcp-plugin,github_plugins,plugins,L0,0.9750,0.0004,0.0005,0.0032,0.0022,3988,False
Zal4DW/career-helper,github_plugins,plugins,L1,0.9975,0.0005,0.0006,0.0004,0.1542,8192,False
blas0/UnseveredMemory,github_plugins,plugins,L1,0.9740,0.0002,0.0010,0.0027,0.0094,6186,False
NYCU-Chung/claude-line-channel,github_plugins,plugins,L1,0.9979,0.0003,0.0003,0.0013,0.0100,8192,False
masuP9/a11y-specialist-skills,github_plugins,plugins,L0,0.9964,0.0004,0.0012,0.0003,0.0016,4531,False
travisjneuman/.claude,github_plugins,plugins,L1,0.9827,0.0006,0.0005,0.0010,0.4720,249,False
mapbox/mapbox-agent-skills,github_plugins,plugins,L1,0.9650,0.0003,0.0002,0.0002,0.0042,8192,False
bfollington/terma,github_plugins,plugins,L1,0.9986,0.0001,0.0002,0.0003,0.0232,2826,False
seongsu-kang/tycono,github_plugins,plugins,L1,0.9790,0.0004,0.0007,0.0007,0.0185,7167,False
EvanThomasLuke/Awesome-AI-Security-Skills,github_plugins,plugins,L1,0.9074,0.0004,0.0027,0.0005,0.0688,2029,False
aws-samples/sample-autonomous-cloud-coding-agents,github_plugins,plugins,L1,0.6840,0.0010,0.0006,0.0034,0.0351,8192,False
regression-io/coder-config,github_plugins,plugins,L2,0.9840,0.0016,0.0019,0.0108,0.0669,8192,False
Nimbleway/agent-skills,github_plugins,plugins,L1,0.9975,0.0010,0.0007,0.0042,0.8314,7494,False
Backtthefuture/skillmanager,github_plugins,plugins,L2,0.8995,0.0036,0.1927,0.0168,0.7770,1950,False
wisdomgraph/mega-code,github_plugins,plugins,L1,0.9907,0.0009,0.0014,0.0006,0.1022,8192,False
Soein/swarmesh,github_plugins,plugins,L2,0.8179,0.0010,0.0023,0.0070,0.1834,8192,False
janbjorge/rekal,github_plugins,plugins,L0,0.8041,0.0002,0.0007,0.0042,0.0019,8192,False
dexhorthy/slopfiles,github_plugins,plugins,L1,0.9818,0.0003,0.0001,0.0002,0.0096,712,False
danielmiessler/PAIPlugin,github_plugins,plugins,L1,0.9993,0.0003,0.0004,0.0004,0.0638,8192,False
schoberg/google-ranking-signals-plugin,github_plugins,plugins,L1,0.7873,0.0009,0.0016,0.0003,0.0527,2161,False
EverMind-AI/evermem-claude-code,github_plugins,plugins,L3,0.9909,0.0150,0.9801,0.0139,0.9454,8192,False
Unsupervisedcom/deepwork,github_plugins,plugins,L1,0.9920,0.0004,0.0003,0.0008,0.0134,8192,False
langchain-ai/langsmith-claude-code-plugins,github_plugins,plugins,L1,0.9410,0.0004,0.0004,0.0013,0.0123,8192,False
camilleroux/veille-techno,github_plugins,plugins,L2,0.8051,0.0025,0.0508,0.0093,0.9756,5832,False
OWASP/secure-agent-playbook,github_plugins,plugins,L0,0.9957,0.0016,0.0048,0.0009,0.0030,8192,False
lightninglabs/lightning-agent-tools,github_plugins,plugins,L2,0.9683,0.0006,0.0193,0.0087,0.3461,8192,False
adrianpuiu/specification-document-generator,github_plugins,plugins,L2,0.8959,0.0010,0.0026,0.0063,0.9196,8192,False
norman-finance/norman-mcp-server,github_plugins,plugins,L1,0.9379,0.0010,0.0004,0.0087,0.0149,8192,False
tolibear/promptify-skill,github_plugins,plugins,L1,0.9976,0.0009,0.0003,0.0004,0.0084,2285,False
parallel-web/parallel-agent-skills,github_plugins,plugins,L3,0.9969,0.0135,0.9929,0.0128,0.9177,3748,False
vaayne/agent-kit,github_plugins,plugins,L1,0.9795,0.0002,0.0003,0.0035,0.5853,4196,False
vincentkoc/dotskills,github_plugins,plugins,L1,0.9983,0.0001,0.0001,0.0003,0.0238,5756,False
acostanzo/quickstop,github_plugins,plugins,L1,0.9887,0.0001,0.0002,0.0007,0.4046,7762,False
huangzesen/lingtai,github_plugins,plugins,L3,0.7365,0.0138,0.8403,0.0100,0.9128,8192,False
RehgLab/ArcDeck,github_plugins,plugins,L1,0.9778,0.0001,0.0001,0.0002,0.0060,8192,False
ItMeDiaTech/rag-cli,github_plugins,plugins,L1,0.9979,0.0001,0.0003,0.0009,0.0045,8192,False
cookjohn/teammcp,github_plugins,plugins,L1,0.9975,0.0002,0.0001,0.0005,0.0101,8192,False
coderabbitai/claude-plugin,github_plugins,plugins,L3,0.9955,0.0104,0.9840,0.0046,0.9077,1704,False
DataDog/datadog-api-claude-plugin,github_plugins,plugins,L1,0.9591,0.0002,0.0002,0.0023,0.0548,8192,False
shahshrey/awesome-claude-code-mastery,github_plugins,plugins,L0,0.5222,0.0005,0.0006,0.0001,0.0048,8192,False
mistyhx/frontend-design-audit,github_plugins,plugins,L1,0.9974,0.0005,0.0005,0.0003,0.1599,6914,False
lessthanseventy/excessibility,github_plugins,plugins,L1,0.6511,0.0007,0.0017,0.0033,0.0134,8192,False
NTCoding/autonomous-claude-agent-team,github_plugins,plugins,L1,0.9938,0.0005,0.0012,0.0010,0.0043,8192,False
FradSer/dotfiles,github_plugins,plugins,L2,0.9827,0.0058,0.0586,0.0501,0.4676,6420,False
adobe/skills,github_plugins,plugins,L1,0.9962,0.0002,0.0003,0.0003,0.0166,8192,False
caidish/cAI-tools,github_plugins,plugins,L2,0.9563,0.0006,0.0025,0.0069,0.1237,8192,False
tyrchen/claude-skills,github_plugins,plugins,L1,0.9971,0.0001,0.0001,0.0007,0.3959,2069,False
zstmfhy/naiba-openai-work-assistant,github_plugins,plugins,L1,0.9996,0.0004,0.0004,0.0004,0.0555,2084,False
Jamie-BitFlight/claude_skills,github_plugins,plugins,L1,0.9931,0.0000,0.0001,0.0001,0.0038,8192,False
pymc-labs/python-analytics-skills,github_plugins,plugins,L1,0.9937,0.0004,0.0004,0.0004,0.0082,4284,False
ourines/worktree-task-plugin,github_plugins,plugins,L2,0.8007,0.0006,0.0008,0.0056,0.0112,4628,False
hamelsmu/hamelnb,github_plugins,plugins,L2,0.9957,0.0022,0.0108,0.0103,0.1360,5916,False
tody-agent/codymaster,github_plugins,plugins,L1,0.9988,0.0016,0.0015,0.0013,0.0107,8192,False
maquina-app/rails-claude-code,github_plugins,plugins,L1,0.9972,0.0002,0.0003,0.0003,0.0089,8192,False
web-arena-x/webarena-infinity,github_plugins,plugins,L1,0.9651,0.0003,0.0002,0.0014,0.0122,8192,False
niracler/plrom,github_plugins,plugins,L0,0.9663,0.0007,0.0019,0.0019,0.0182,8192,False
aniketpanjwani/local_media_tools,github_plugins,plugins,L1,0.9812,0.0002,0.0001,0.0038,0.8162,3756,False
hieutrtr/ralphmad,github_plugins,plugins,L3,0.9763,0.0128,0.9468,0.0064,0.9321,6328,False
pydantic/skills,github_plugins,plugins,L0,0.9456,0.0003,0.0001,0.0001,0.0027,1237,False
render-oss/skills,github_plugins,plugins,L3,0.9961,0.0097,0.9887,0.0160,0.9276,6823,False
swiftwasm/Swift-Wasm-Agent-Skill,github_plugins,plugins,L1,0.9975,0.0001,0.0003,0.0008,0.0111,3846,False
wquguru/exoshell,github_plugins,plugins,L1,0.9965,0.0001,0.0009,0.0002,0.0702,2046,False
zw008/VMware-AIops,github_plugins,plugins,L2,0.9935,0.0011,0.0185,0.0124,0.1656,8192,False
aviflombaum/claude-code-in-avinyc,github_plugins,plugins,L1,0.9963,0.0011,0.0004,0.0005,0.0092,7497,False
leanprover/skills,github_plugins,plugins,L0,0.9922,0.0004,0.0005,0.0004,0.0006,3648,False
k-kohey/axe,github_plugins,plugins,L3,0.9928,0.0126,0.9810,0.0047,0.7727,8192,False
Clemens865/Claude-Pulse,github_plugins,plugins,L1,0.9981,0.0004,0.0004,0.0023,0.0070,8192,False
lis186/SourceAtlas,github_plugins,plugins,L1,0.9956,0.0005,0.0002,0.0003,0.0240,8192,False
johnxie/awesome-code-docs,github_plugins,plugins,L0,0.9943,0.0003,0.0003,0.0001,0.0012,8192,False
eth0izzle/security-skills,github_plugins,plugins,L1,0.9990,0.0002,0.0002,0.0008,0.0013,3102,False
mykpono/ultimate-seo-geo,github_plugins,plugins,L1,0.9991,0.0007,0.0008,0.0004,0.3763,8192,False
etr/groundwork,github_plugins,plugins,L1,0.9895,0.0003,0.0011,0.0004,0.0709,8192,False
SpillwaveSolutions/skilz-cli,github_plugins,plugins,L2,0.9923,0.0044,0.0472,0.0281,0.8956,8192,False
rknall/claude-skills,github_plugins,plugins,L1,0.9952,0.0002,0.0003,0.0002,0.0073,8192,False
sdsrss/claude-mem-lite,github_plugins,plugins,L1,0.9998,0.0001,0.0004,0.0007,0.0273,8192,False
terrylica/cc-skills,github_plugins,plugins,L1,0.8654,0.0004,0.0004,0.0004,0.0731,8192,False
shelby/shelby-skills,github_plugins,plugins,L0,0.8960,0.0002,0.0002,0.0011,0.0012,3671,False
manojbajaj95/claude-gtm-plugin,github_plugins,plugins,L1,0.9950,0.0020,0.0005,0.0008,0.0425,8192,False
0oooooooo0/skillless,github_plugins,plugins,L2,0.5757,0.0030,0.0052,0.0018,0.6792,6142,False
0xrdan/claude-router,github_plugins,plugins,L1,0.9903,0.0031,0.0013,0.0005,0.0267,4764,False
ryanthedev/oberskills,github_plugins,plugins,L1,0.9957,0.0002,0.0001,0.0002,0.0370,3515,False
panewslab/skills,github_plugins,plugins,L1,0.9968,0.0001,0.0002,0.0003,0.1271,3945,False
xujingchen1996/research-app-toolkit,github_plugins,plugins,L1,0.9278,0.0005,0.0005,0.0002,0.0215,3774,False
bostonaholic/reflect,github_plugins,plugins,L1,0.9745,0.0008,0.0004,0.0040,0.6601,8192,False
tjboudreaux/cc-thinking-skills,github_plugins,plugins,L0,0.9966,0.0013,0.0029,0.0002,0.0016,8192,False
niqibiao/unity-cli-plugin,github_plugins,plugins,L2,0.9782,0.0008,0.0248,0.0024,0.2790,8192,False
MadAppGang/mnemex,github_plugins,plugins,L2,0.7003,0.0013,0.0689,0.0045,0.4839,8192,False
proyecto26/notebooklm-ai-plugin,github_plugins,plugins,L2,0.9935,0.0018,0.0015,0.0974,0.7223,8192,False
yi-john-huang/sdd-mcp,github_plugins,plugins,L1,0.9772,0.0004,0.0003,0.0003,0.0063,8192,False
terraphim/terraphim-ai,github_plugins,plugins,L3,0.9804,0.0066,0.9627,0.0038,0.9554,8192,False
gabriel-dehan/claude_hooks,github_plugins,plugins,L0,0.7070,0.0002,0.0004,0.0006,0.0007,8192,False
syncable-dev/memtrace-public,github_plugins,plugins,L1,0.9961,0.0003,0.0006,0.0004,0.0092,8192,False
xhyqaq/superpowers-plus,github_plugins,plugins,L1,0.5110,0.0008,0.0152,0.0007,0.8620,8192,False
data-goblin/fabric-cli-plugin,github_plugins,plugins,L1,0.9833,0.0001,0.0002,0.0004,0.0032,4898,False
2lab-ai/oh-my-claude,github_plugins,plugins,L2,0.9980,0.0019,0.0071,0.0214,0.5700,4804,False
hodgesmr/agent-fecfile,github_plugins,plugins,L1,0.9927,0.0002,0.0006,0.0012,0.8796,8192,False
baryhuang/company-os,github_plugins,plugins,L1,0.9978,0.0002,0.0006,0.0005,0.0152,8192,False
exploreomni/omni-claude-skills,github_plugins,plugins,L1,0.9836,0.0001,0.0001,0.0011,0.0200,6364,False
SteveGJones/ai-first-sdlc-practices,github_plugins,plugins,L1,0.9719,0.0004,0.0014,0.0014,0.1087,8192,False
terryso/claude-bmad-skills,github_plugins,plugins,L1,0.8592,0.0002,0.0001,0.0002,0.0018,3923,False
bitsky-tech/AmphiLoop,github_plugins,plugins,L2,0.9969,0.0011,0.0124,0.0117,0.9177,6174,False
gotalab/uxaudit,github_plugins,plugins,L1,0.8847,0.0019,0.0004,0.0011,0.0099,8192,False
CodeAlive-AI/agents-reflection-skills,github_plugins,plugins,L2,0.9927,0.0004,0.0041,0.0031,0.1404,8192,False
sam-dumont/claude-skills,github_plugins,plugins,L1,0.9995,0.0002,0.0005,0.0001,0.0401,8192,False
UiPath/skills,github_plugins,plugins,L1,0.9941,0.0002,0.0001,0.0004,0.0041,5104,False
AgriciDaniel/claude-canvas,github_plugins,plugins,L1,0.9991,0.0001,0.0000,0.0008,0.0017,7048,False
kylesnowschwartz/claude-bumper-lanes,github_plugins,plugins,L1,0.9925,0.0001,0.0003,0.0019,0.0043,6170,False
iSerter/laravel-claude-agents,github_plugins,plugins,L1,0.9529,0.0001,0.0002,0.0002,0.0011,4219,False
maxvaega/awesome-skills,github_plugins,plugins,L1,0.9932,0.0005,0.0005,0.0002,0.0283,6775,False
abhishekgahlot2/codex-claude-bridge,github_plugins,plugins,L1,0.9954,0.0003,0.0003,0.0005,0.0296,6966,False
inceptyon-labs/TARS,github_plugins,plugins,L1,0.9939,0.0002,0.0004,0.0009,0.0061,8192,False
majesticlabs-dev/majestic-marketplace,github_plugins,plugins,L3,0.9987,0.0128,0.9939,0.0083,0.9496,8192,False
zerobearing2/rails-ai,github_plugins,plugins,L1,0.9992,0.0008,0.0003,0.0004,0.0081,6479,False
alexanderop/claude-code-builder,github_plugins,plugins,L1,0.9916,0.0002,0.0001,0.0011,0.0009,7625,False
vyayasan/kyc-analyst,github_plugins,plugins,L1,0.9805,0.0014,0.0018,0.0006,0.1869,8192,False
fredrikaverpil/claudeline,github_plugins,plugins,L1,0.9792,0.0002,0.0002,0.0008,0.2372,8192,False
ScrapingArt/Karpathy-LLM-Wiki-Stack,github_plugins,plugins,L1,0.7586,0.0008,0.0007,0.0003,0.0084,8192,False
rainday/smart-blog-skills,github_plugins,plugins,L2,0.9083,0.0020,0.0276,0.0053,0.8862,8192,False
paddo/claude-tools,github_plugins,plugins,L1,0.9878,0.0003,0.0001,0.0009,0.0448,2870,False
lucas-flatwhite/pm-skills-ko,github_plugins,plugins,L1,0.9936,0.0039,0.0008,0.0007,0.1888,8192,False
Sagart-cactus/claude-k8s-plugin,github_plugins,plugins,L1,0.9881,0.0003,0.0001,0.0008,0.0031,3191,False
JackReis/neurodivergent-visual-org,github_plugins,plugins,L1,0.9996,0.0008,0.0006,0.0003,0.0271,8192,False
clerk/skills,github_plugins,plugins,L0,0.9908,0.0002,0.0005,0.0006,0.0006,5031,False
QingyunQian/SlidesMentor,github_plugins,plugins,L2,0.9113,0.0010,0.0113,0.0015,0.3513,7367,False
letzdoo/claude-marketplace,github_plugins,plugins,L1,0.9992,0.0003,0.0001,0.0010,0.0344,7815,False
DustyWalker/claude-code-marketplace,github_plugins,plugins,L1,0.9978,0.0008,0.0001,0.0005,0.6384,2982,False
aiedwardyi/claude-usage-monitor,github_plugins,plugins,L2,0.5716,0.0022,0.4379,0.0064,0.7830,7954,False
jgerton/brand-toolkit,github_plugins,plugins,L1,0.9965,0.0001,0.0020,0.0003,0.0903,6509,False
dylantarre/animation-principles,github_plugins,plugins,L1,0.9922,0.0002,0.0002,0.0001,0.0134,6938,False
thoo/claude-code-zellij-status,github_plugins,plugins,L1,0.9727,0.0003,0.0007,0.0024,0.0054,3972,False
fiberplane/claude-code-plugins,github_plugins,plugins,L3,0.9949,0.0062,0.9816,0.0039,0.9308,1091,False
sean-sunagaku/claude-code-plugin,github_plugins,plugins,L1,0.9912,0.0005,0.0001,0.0011,0.0242,4983,False
wyre-technology/autotask-mcp,github_plugins,plugins,L1,0.9969,0.0002,0.0001,0.0010,0.0128,8192,False
winmin/kernel-vuln-analyzer,github_plugins,plugins,L2,0.9889,0.0031,0.0820,0.0019,0.7501,4753,False
guinacio/claude-image-gen,github_plugins,plugins,L1,0.9983,0.0001,0.0001,0.0040,0.0058,7958,False
obsfx/promptscout,github_plugins,plugins,L1,0.9971,0.0003,0.0005,0.0012,0.0124,8192,False
netil/oh-my-hi,github_plugins,plugins,L1,0.9979,0.0002,0.0002,0.0008,0.0102,7127,False
aicoincom/coinos-skills,github_plugins,plugins,L2,0.9258,0.0113,0.0309,0.0987,0.2478,8192,False
amekala/ads-mcp,github_plugins,plugins,L1,0.9809,0.0008,0.0001,0.0041,0.0181,8192,False
yorkeccak/scientific-skills,github_plugins,plugins,L1,0.9971,0.0002,0.0002,0.0003,0.7079,7661,False
Prismer-AI/signet,github_plugins,plugins,L0,0.9763,0.0030,0.0236,0.0082,0.0158,8192,False
FareedKhan-dev/claude-code-staff-engineer,github_plugins,plugins,L1,0.9183,0.0005,0.0008,0.0003,0.0016,8192,False
lifangda/claude-plugins,github_plugins,plugins,L1,0.9944,0.0012,0.0025,0.0012,0.3407,8192,False
iamzifei/gtd-coach-plugin,github_plugins,plugins,L0,0.9941,0.0006,0.0010,0.0013,0.0006,4081,False
jmagar/claude-homelab,github_plugins,plugins,L3,0.9978,0.0141,0.9932,0.0071,0.9549,8192,False
hgahlot/claude-flow,github_plugins,plugins,L3,0.9892,0.0175,0.9691,0.0049,0.9659,8192,False
opkod-france/claude-skill-refactoring-ui,github_plugins,plugins,L0,0.9980,0.0004,0.0008,0.0004,0.0012,5104,False
enbyaugust/zacs-claude-skills,github_plugins,plugins,L2,0.9606,0.0016,0.0068,0.0069,0.0167,3345,False
JeremyDev87/codingbuddy,github_plugins,plugins,L1,0.9948,0.0003,0.0011,0.0003,0.0268,8192,False
dkyazzentwatwa/SuperNavigator,github_plugins,plugins,L1,0.9887,0.0004,0.0005,0.0004,0.0551,8192,False
mylukin/ralph-dev,github_plugins,plugins,L2,0.9665,0.0028,0.0018,0.0098,0.9006,8192,False
michalzubkowicz/nixos-management-skill,github_plugins,plugins,L1,0.9447,0.0003,0.0005,0.0005,0.0013,8192,False
launchapp-dev/animus-cli,github_plugins,plugins,L3,0.9956,0.0116,0.9914,0.0069,0.9146,8192,False
wuzf/claude-channels-patch,github_plugins,plugins,L2,0.6158,0.0038,0.1931,0.0033,0.4574,5680,False
alicankiraz1/SentinelXPrime,github_plugins,plugins,L1,0.9876,0.0001,0.0002,0.0004,0.0055,8192,False
pmprompt/claude-plugin-product-management,github_plugins,plugins,L1,0.9933,0.0002,0.0004,0.0002,0.0077,8192,False
max-sixty/jean-claude,github_plugins,plugins,L1,0.9932,0.0003,0.0003,0.0054,0.0019,6242,False
blencorp/dr-ralph,github_plugins,plugins,L1,0.9993,0.0004,0.0004,0.0002,0.0149,7660,False
ZoranSpirkovski/creating-agent-teams,github_plugins,plugins,L0,0.5233,0.0004,0.0009,0.0003,0.0009,3720,False
jcputney/agent-peer-review,github_plugins,plugins,L1,0.9973,0.0002,0.0003,0.0007,0.0106,7878,False
meta-quest/agentic-tools,github_plugins,plugins,L1,0.9967,0.0002,0.0003,0.0010,0.0045,7358,False
derrickko/clify,github_plugins,plugins,L2,0.9795,0.0035,0.0061,0.0051,0.9738,8192,False
jeranaias/attnroute,github_plugins,plugins,L1,0.9940,0.0019,0.0010,0.0019,0.0192,8192,False
aniganti/pm-superpowers,github_plugins,plugins,L1,0.9787,0.0019,0.0016,0.0027,0.7012,8090,False
rawveg/skillsforge-marketplace,github_plugins,plugins,L1,0.9940,0.0004,0.0007,0.0004,0.5487,8192,False
sbroenne/mcp-windows,github_plugins,plugins,L2,0.4415,0.0044,0.0050,0.0063,0.0057,6975,False
devxoul/vibe-haptic,github_plugins,plugins,L1,0.8994,0.0008,0.0014,0.0019,0.0043,4013,False
mayurpise/draft,github_plugins,plugins,L1,0.9960,0.0002,0.0001,0.0002,0.1601,8192,False
NotMyself/claude-win11-speckit-update-skill,github_plugins,plugins,L1,0.9877,0.0003,0.0009,0.0012,0.1628,7393,False
jshph/enzyme,github_plugins,plugins,L3,0.9981,0.0153,0.9937,0.0081,0.9422,8192,False
paceaitian/paceflow,github_plugins,plugins,L1,0.9958,0.0014,0.0005,0.0017,0.0840,6979,False
atlanhq/agent-toolkit,github_plugins,plugins,L0,0.9044,0.0002,0.0002,0.0004,0.0037,2286,False
kylesnowschwartz/claude-handoff,github_plugins,plugins,L1,0.9965,0.0020,0.0005,0.0007,0.0057,2920,False
ConechoAI/nchan-mcp-transport,github_plugins,plugins,L1,0.9048,0.0001,0.0001,0.0023,0.0170,4444,False
AnEntrypoint/gm-cc,github_plugins,plugins,L2,0.9854,0.0052,0.1584,0.0154,0.7063,7377,False
remember-md/remember,github_plugins,plugins,L1,0.9695,0.0006,0.0008,0.0009,0.0075,6909,False
rohittcodes/claude-plugin-suite,github_plugins,plugins,L1,0.9970,0.0003,0.0002,0.0003,0.0086,4788,False
cdeistopened/cia-wiki-index,github_plugins,plugins,L1,0.9942,0.0002,0.0001,0.0001,0.0684,6249,False
Yvictor/skills,github_plugins,plugins,L1,0.9990,0.0002,0.0004,0.0002,0.0801,2230,False
thumperL/claude-worktrace,github_plugins,plugins,L1,0.9935,0.0001,0.0001,0.0024,0.0244,4081,False
AdamTylerLynch/obsidian-agent-memory-skills,github_plugins,plugins,L1,0.9798,0.0005,0.0006,0.0054,0.0043,8192,False
karaage0703/claude-coding-assistant,github_plugins,plugins,L1,0.9972,0.0003,0.0003,0.0014,0.0869,1729,False
803/skills-supply,github_plugins,plugins,L2,0.9954,0.0029,0.0062,0.0262,0.9439,8192,False
dhruvbaldawa/ccconfigs,github_plugins,plugins,L2,0.9829,0.0008,0.0069,0.0048,0.6690,8192,False
tommy-ca/notion-skills,github_plugins,plugins,L1,0.9951,0.0002,0.0004,0.0006,0.0127,8192,False
spences10/claude-code-toolkit,github_plugins,plugins,L1,0.9901,0.0001,0.0002,0.0009,0.0212,6332,False
TokenRollAI/acplugin,github_plugins,plugins,L1,0.9347,0.0004,0.0002,0.0008,0.0163,6315,False
pluginagentmarketplace/custom-plugin-java,github_plugins,plugins,L1,0.9976,0.0004,0.0002,0.0003,0.0035,7811,False
netresearch/claude-code-marketplace,github_plugins,plugins,L1,0.9950,0.0003,0.0005,0.0010,0.5604,7796,False
lhl/realitycheck,github_plugins,plugins,L1,0.9950,0.0001,0.0002,0.0005,0.0073,8192,False
voitta-ai/voitta-rag,github_plugins,plugins,L1,0.9979,0.0002,0.0003,0.0035,0.0923,8192,False
officecli/officecli-skills,github_plugins,plugins,L3,0.9737,0.0059,0.9570,0.0035,0.9253,5355,False
frostant/awesome-claude-skills,github_plugins,plugins,L1,0.9976,0.0002,0.0004,0.0003,0.0163,8192,False
WJX20/claude-code,github_plugins,plugins,L2,0.9298,0.0025,0.0474,0.0234,0.6637,8192,False
gmh5225/awesome-skills,github_plugins,plugins,L0,0.9931,0.0003,0.0003,0.0003,0.0007,8192,False
WaterplanAI/agentic-config,github_plugins,plugins,L2,0.9780,0.0005,0.0108,0.0163,0.1336,6123,False
PolicyEngine/policyengine-claude,github_plugins,plugins,L1,0.9952,0.0006,0.0004,0.0001,0.0183,878,False
mrlm-xyz/demo-claude-marketplace,github_plugins,plugins,L0,0.9991,0.0012,0.0005,0.0021,0.0017,8192,False
laurigates/claude-plugins,github_plugins,plugins,L1,0.9985,0.0002,0.0004,0.0003,0.0543,7394,False
foyzulkarim/skills,github_plugins,plugins,L1,0.9938,0.0002,0.0001,0.0001,0.0879,2435,False
Lucklyric/cc-dev-tools,github_plugins,plugins,L1,0.9941,0.0002,0.0001,0.0007,0.0176,8192,False
k3nnethfrancis/agent-utils,github_plugins,plugins,L1,0.9963,0.0003,0.0004,0.0011,0.0942,8192,False
SpillwaveSolutions/automating-mac-apps-plugin,github_plugins,plugins,L2,0.9934,0.0035,0.0108,0.0214,0.0970,7905,False
AccessLint/claude-marketplace,github_plugins,plugins,L1,0.9767,0.0003,0.0003,0.0003,0.0037,6494,False
spruikco/fat-agent-skill,github_plugins,plugins,L1,0.9939,0.0003,0.0005,0.0017,0.0790,8192,False
rawwerks/VibeCAD,github_plugins,plugins,L1,0.9951,0.0003,0.0002,0.0001,0.0066,2699,False
mangollc/claude-seo-skill,github_plugins,plugins,L1,0.9887,0.0024,0.0026,0.0051,0.7550,8192,False
ericgandrade/claude-superskills,github_plugins,plugins,L3,0.9990,0.0205,0.9963,0.0180,0.9453,8192,False
in-the-loop-labs/pair-review,github_plugins,plugins,L1,0.9803,0.0004,0.0019,0.0010,0.5707,8192,False
WoodyXu/vibe-coding-standard-workflow,github_plugins,plugins,L1,0.9924,0.0007,0.0010,0.0010,0.0469,2117,False
trilwu/secskills,github_plugins,plugins,L2,0.9128,0.0081,0.1631,0.0038,0.1181,8192,False
abadcafe/superteam,github_plugins,plugins,L2,0.9110,0.0015,0.0383,0.0082,0.1417,5133,False
bitsmuggler/c4-skill,github_plugins,plugins,L1,0.9828,0.0001,0.0002,0.0009,0.0035,2873,False
codelably/harmony-claude-code,github_plugins,plugins,L1,0.9845,0.0003,0.0009,0.0009,0.0284,8192,False
laiso/cman,github_plugins,plugins,L1,0.9982,0.0004,0.0003,0.0004,0.0223,5559,False
TimSimpsonJr/prose-craft,github_plugins,plugins,L1,0.9940,0.0004,0.0012,0.0005,0.0198,7822,False
mrgoonie/human-cli,github_plugins,plugins,L1,0.9934,0.0005,0.0002,0.0021,0.0347,8192,False
saleor/configurator,github_plugins,plugins,L1,0.6324,0.0009,0.0005,0.0027,0.0046,8192,False
pixell-global/sayou,github_plugins,plugins,L1,0.9790,0.0002,0.0002,0.0010,0.0024,8192,False
comfortablynumb/claudito,github_plugins,plugins,L2,0.9478,0.0009,0.0016,0.0171,0.0409,8192,False
mwguerra/claude-code-plugins,github_plugins,plugins,L1,0.9854,0.0001,0.0006,0.0008,0.0183,8151,False
lightpointventures/claude-code-starter,github_plugins,plugins,L3,0.9963,0.0183,0.9909,0.0066,0.9652,5008,False
fummicc1/swift-complexity,github_plugins,plugins,L0,0.9890,0.0004,0.0009,0.0007,0.0045,8192,False
lox/notion-cli,github_plugins,plugins,L1,0.9822,0.0001,0.0001,0.0035,0.0079,8192,False
galando/piv-speckit,github_plugins,plugins,L1,0.9974,0.0005,0.0003,0.0002,0.0094,8192,False
tmc/it2,github_plugins,plugins,L2,0.6747,0.0006,0.0008,0.0125,0.0037,5811,False
hiroro-work/claude-plugins,github_plugins,plugins,L1,0.9978,0.0001,0.0000,0.0010,0.0172,4543,False
armanzeroeight/fastagent-plugins,github_plugins,plugins,L1,0.9972,0.0008,0.0005,0.0005,0.0327,8192,False
jmanhype/claude-code-plugin-marketplace,github_plugins,plugins,L2,0.9626,0.0011,0.0078,0.0161,0.0287,5494,False
larcane97/clausona,github_plugins,plugins,L3,0.5529,0.0042,0.6008,0.0104,0.8046,5092,False
qodo-ai/qodo-skills,github_plugins,plugins,L1,0.9750,0.0004,0.0007,0.0008,0.6762,8192,False
0xMH/claude-skillify,github_plugins,plugins,L1,0.9975,0.0005,0.0003,0.0006,0.0075,3181,False
rlajous/claude-code-commands,github_plugins,plugins,L1,0.6234,0.0003,0.0002,0.0021,0.0418,8192,False
DNYoussef/context-cascade,github_plugins,plugins,L2,0.8504,0.0031,0.0064,0.0067,0.1949,8192,False
zscaler/zscaler-mcp-server,github_plugins,plugins,L1,0.7529,0.0003,0.0017,0.0015,0.0014,8192,False
daydreamsai/skills-market,github_plugins,plugins,L0,0.9900,0.0008,0.0003,0.0010,0.0007,4078,False
open-deep-crew/marketplace,github_plugins,plugins,L1,0.9872,0.0004,0.0002,0.0014,0.0985,5320,False
desplega-ai/ai-toolbox,github_plugins,plugins,L1,0.9967,0.0003,0.0005,0.0004,0.0043,4338,False
