slug,source,substrate,pi_probability,pi_label,content_len,defender_positive
gaebalai/claude-ceo-suite-plugin,github_plugins,plugins,0.0002,0,6000,False
zirubak/persona-studio,github_plugins,plugins,0.9977,1,6000,False
crisandrews/claude-whatsapp,github_plugins,plugins,0.9947,1,6000,False
zircote/terraform-lsp,github_plugins,plugins,0.0005,0,6000,False
rafaeldakombi2010-oss/claude-smi,github_plugins,plugins,0.0000,0,3848,False
obsfx/cc-feedback,github_plugins,plugins,0.0000,0,4031,False
labyrinth-analytics/loredocs,github_plugins,plugins,0.0000,0,6000,False
sanghyun-io/plan-subdivider,github_plugins,plugins,0.0001,0,6000,False
TarrySingh/hulde-review,github_plugins,plugins,0.9974,1,6000,False
ivan-magda/uikit-expert-skill,github_plugins,plugins,0.0002,0,6000,False
debytesio/claude-plugins,github_plugins,plugins,0.0001,0,1284,False
cyberagentic/compliance-checks,github_plugins,plugins,0.0002,0,6000,False
jpulido240-svg/playwright-skill,github_plugins,plugins,0.0022,0,5125,False
charles001-wong/autocode-flow,github_plugins,plugins,0.0001,0,4941,False
xonack/wp-php-architecture-claude-skill,github_plugins,plugins,0.0000,0,1243,False
alo-exp/multai,github_plugins,plugins,0.0001,0,6000,False
iamupd/law-search,github_plugins,plugins,0.0179,0,4770,False
iwritec0de/dep-guard,github_plugins,plugins,0.0001,0,3191,False
mahdi-awadi/channelhub,github_plugins,plugins,0.0000,0,6000,False
xonack/wp-coding-standards-claude-skill,github_plugins,plugins,0.0001,0,1228,False
Data-Wise/craft,github_plugins,plugins,0.0004,0,6000,False
PayIt2/payit2-campaign-assistant,github_plugins,plugins,0.0002,0,6000,False
respawn-app/claude-plugin-marketplace,github_plugins,plugins,0.0000,0,501,False
kawehtaher/deploycheck,github_plugins,plugins,0.0001,0,6000,False
quantsquirrel/claude-forge-smith,github_plugins,plugins,0.7693,1,6000,False
SUDARSHANCHAUDHARI/kotlinsense-claude-plugin-privacy-policy,github_plugins,plugins,0.0001,0,2168,False
jeonnoin-alt/Eureka,github_plugins,plugins,0.0000,0,6000,False
barnburner121/claude-plugin-marketplace,github_plugins,plugins,0.0000,0,6000,False
kanopi/claude-toolbox,github_plugins,plugins,0.0004,0,4661,False
PayIt2/payit2-plugins-marketplace,github_plugins,plugins,0.0000,0,3907,False
ykotik/cli-power-skills,github_plugins,plugins,0.0000,0,6000,False
robbedoo/claude-token-tracker,github_plugins,plugins,0.0019,0,2408,False
kylesnav/delightful-claude-plugin,github_plugins,plugins,0.0138,0,5460,False
B-A-M-N/Converge,github_plugins,plugins,0.0137,0,6000,False
arcjet/arcjet-plugin,github_plugins,plugins,0.0001,0,4722,False
theopengroup/rune-harness,github_plugins,plugins,0.0009,0,3531,False
SUDARSHANCHAUDHARI/PrivacyPilot,github_plugins,plugins,0.0000,0,4501,False
sancovp/autopoiesis-mcp,github_plugins,plugins,0.0001,0,6000,False
tony/ai-workflow-plugins,github_plugins,plugins,0.0000,0,4271,False
PeterCang/claude-tokens-plugin,github_plugins,plugins,0.0000,0,2471,False
NazzWay/ai-handoff,github_plugins,plugins,0.8597,1,5493,False
SUDARSHANCHAUDHARI/playcraft-claude-plugin-privacy-policy,github_plugins,plugins,0.0001,0,2668,False
sdsrss/gsd-lite,github_plugins,plugins,0.0001,0,6000,False
Faiz07yo/digital-marketing-pro,github_plugins,plugins,0.0003,0,6000,False
vibenalytics/vibenalytics-claude-plugin,github_plugins,plugins,0.0000,0,1900,False
SUDARSHANCHAUDHARI/KotlinSense,github_plugins,plugins,0.0000,0,5247,False
TouheedCode/claude-dev-workflow,github_plugins,plugins,0.0007,0,4460,False
openkash/ai-agent-dev-workflow,github_plugins,plugins,0.0008,0,6000,False
vanderheijden86/showdown-claude-skill,github_plugins,plugins,0.0000,0,5256,False
iamupd/hwp-extractor,github_plugins,plugins,0.0326,0,3562,False
lopadova/playwright-enterprise-tester,github_plugins,plugins,0.0000,0,6000,False
SUDARSHANCHAUDHARI/DroidForge,github_plugins,plugins,0.0000,0,6000,False
coltrosetech/liquid-ios,github_plugins,plugins,0.0092,0,6000,False
SUDARSHANCHAUDHARI/PlayCraft,github_plugins,plugins,0.0000,0,5170,False
thepushkarp/cc-codex-plugin,github_plugins,plugins,0.0002,0,3580,False
razlani/rust-tutor-claude-plugin,github_plugins,plugins,0.0012,0,6000,False
zinxj/uikit-expert-skill,github_plugins,plugins,0.0004,0,4842,False
tjhils/cx-plugins,github_plugins,plugins,0.0000,0,1539,False
CivicWork/municipal-governance,github_plugins,plugins,0.0000,0,6000,False
labyrinth-analytics/claude-plugins,github_plugins,plugins,0.0000,0,5924,False
wahmoh/claude-react-kit,github_plugins,plugins,0.0009,0,6000,False
orbruno/docling-ccplugin,github_plugins,plugins,0.0000,0,6000,False
carolinacherry/github-talent-mcp,github_plugins,plugins,0.0001,0,6000,False
pbathuri/entrepreneur-persona-skill,github_plugins,plugins,0.0007,0,6000,False
Advenire-Consulting/greymatter,github_plugins,plugins,0.0000,0,6000,False
Jeremyx000/claude-session-index,github_plugins,plugins,0.0008,0,3411,False
mmmantasrrr/skill-seeker,github_plugins,plugins,0.0042,0,6000,False
xonack/wp-woocommerce-claude-skill,github_plugins,plugins,0.0000,0,1173,False
SUDARSHANCHAUDHARI/privacypilot-claude-plugin-privacy-policy,github_plugins,plugins,0.0000,0,2784,False
SUDARSHANCHAUDHARI/droidforge-claude-plugin-privacy-policy,github_plugins,plugins,0.0000,0,3109,False
ABTdomain/domainkits-plugins,github_plugins,plugins,0.0000,0,2346,False
Data-Wise/rforge,github_plugins,plugins,0.0000,0,6000,False
xonack/wp-accessibility-claude-skill,github_plugins,plugins,0.0000,0,1208,False
IBlanco97/cavernicola,github_plugins,plugins,0.2246,0,5814,False
orbruno/gemini-workflows-ccplugin,github_plugins,plugins,0.0000,0,6000,False
ZhentaoLin/claude-daily-planner,github_plugins,plugins,0.0002,0,5862,False
shahcolate/Product-Kit,github_plugins,plugins,0.0000,0,6000,False
CrashBytes/claude-ux-ui-developer,github_plugins,plugins,0.0000,0,2256,False
ceabarr/claude-android-plugin,github_plugins,plugins,0.0000,0,6000,False
The-Focus-AI/pocketcast-skill,github_plugins,plugins,0.0000,0,1445,False
Anakin-Inc/anakin-claude-plugin,github_plugins,plugins,0.0000,0,4123,False
kratocz/desktop-notify,github_plugins,plugins,0.0000,0,2840,False
aphrody-code/pwsh-native-plugin,github_plugins,plugins,0.0000,0,1936,False
lumination-ai-ltd/paid-ads-autopilot,github_plugins,plugins,0.0000,0,6000,False
angeloticiano/claude-anti-flood,github_plugins,plugins,0.0022,0,6000,False
shockproofai/shockproof-skills,github_plugins,plugins,0.0001,0,5616,False
komazhao/vibe-coding-sop,github_plugins,plugins,0.0175,0,2683,False
SiteSkills/siteskills-cowork-plugin,github_plugins,plugins,0.0000,0,3540,False
teterouge/codeworth,github_plugins,plugins,0.0000,0,6000,False
aerospike-ce-ecosystem/aerospike-ce-ecosystem-plugins,github_plugins,plugins,0.0000,0,3599,False
codyhxyz/create-chrome-extension,github_plugins,plugins,0.0007,0,6000,False
TheAiSingularity/agentic-research-engine-oss,github_plugins,plugins,0.2561,0,6000,False
Bbk-man/claude-code-owasp,github_plugins,plugins,0.0018,0,4082,False
starburst997/claude,github_plugins,plugins,0.0000,0,4642,False
mikemorgenstern/model-router,github_plugins,plugins,0.0001,0,6000,False
awssat/mcp-coding-thinker,github_plugins,plugins,0.0007,0,6000,False
arhuman/claude-plugins,github_plugins,plugins,0.0000,0,340,False
CrashBytes/claude-infosec-engineer,github_plugins,plugins,0.0000,0,2313,False
dnlbox/fhir-format-skill,github_plugins,plugins,0.0000,0,4831,False
cvas-544/image-studio-CC,github_plugins,plugins,0.0000,0,6000,False
meszmate/checkpoints,github_plugins,plugins,0.0000,0,3595,False
znorris/claude-marketplace,github_plugins,plugins,0.0000,0,6000,False
hospitalityos/hotel-ai-skills,github_plugins,plugins,0.0000,0,4585,False
chanhyeok-made/ccx,github_plugins,plugins,0.0000,0,6000,False
edimuj/agent-awareness,github_plugins,plugins,0.0001,0,6000,False
kemy-ai/vitamin-analyzer,github_plugins,plugins,0.0001,0,6000,False
orbruno/baml-ccplugin,github_plugins,plugins,0.0000,0,6000,False
othercode/profiles,github_plugins,plugins,0.0000,0,3072,False
petro-nazarenko/claude-skills,github_plugins,plugins,0.0000,0,2650,False
geniusyinka/mobile-ui-ux-plugin,github_plugins,plugins,0.0000,0,3721,False
Axect/gemini-discuss,github_plugins,plugins,0.0000,0,1936,False
BeadW/it-crowd-claude,github_plugins,plugins,0.0005,0,4889,False
sitapix/apple-text,github_plugins,plugins,0.0000,0,3160,False
albertorgdv/tokenese,github_plugins,plugins,0.0035,0,1775,False
QuartzUnit/markgrab-plugin,github_plugins,plugins,0.0000,0,1203,False
hmennen90/claude-code-win32,github_plugins,plugins,0.0001,0,5460,False
balaka/bro,github_plugins,plugins,0.0100,0,6000,False
HyperDevApp/openrun-claude-plugin,github_plugins,plugins,0.0005,0,6000,False
ForeverAProgrammer/claude-devflow,github_plugins,plugins,0.0000,0,6000,False
isanthoshgandhi/foresight-intelligence,github_plugins,plugins,0.0000,0,6000,False
orbruno/pm-scrum-ccplugin,github_plugins,plugins,0.0001,0,5008,False
aholten/colorful-claude-code,github_plugins,plugins,0.0005,0,6000,False
ahrGNUts/frex,github_plugins,plugins,0.0000,0,6000,False
brandonrbridges/claude-skills,github_plugins,plugins,0.0104,0,5921,False
Joncik91/itropa-plugin,github_plugins,plugins,0.0000,0,6000,False
agentbee0/product-agents,github_plugins,plugins,0.0000,0,4047,False
gorajing/ib-deck-plugin,github_plugins,plugins,0.0000,0,6000,False
codyhxyz/spotify-notes-plugin,github_plugins,plugins,0.0040,0,4855,False
hui-zheng/claude-permissions-auditor,github_plugins,plugins,0.0000,0,4653,False
KingPeque/coinvoyage-paykit,github_plugins,plugins,0.0003,0,4422,False
asterkin/claude-taew-py,github_plugins,plugins,0.0021,0,2762,False
allsmog/promptarmor-plugin,github_plugins,plugins,0.0009,0,6000,False
cukas/claude-plugins,github_plugins,plugins,0.0000,0,4324,False
YIING99/knowmine-claude-plugin,github_plugins,plugins,0.0004,0,3219,False
rainearcher/quiver,github_plugins,plugins,0.0000,0,3790,False
deepcalc/data,github_plugins,plugins,0.0000,0,1432,False
bradwindy/ultimate-code-review,github_plugins,plugins,0.0000,0,2746,False
Ortus-Solutions/skills,github_plugins,plugins,0.0000,0,3536,False
leolinehighinterest961/claude-better,github_plugins,plugins,0.0037,0,6000,False
lumatic2/claude-gemini-plugin,github_plugins,plugins,0.0000,0,4529,False
shadowrock-io/signnow-claude-plugin,github_plugins,plugins,0.0003,0,6000,False
YoniChechik/claude-code-config,github_plugins,plugins,0.0000,0,939,False
genusarvicolabathos238/triflux,github_plugins,plugins,0.9283,1,6000,False
hb-jimmy/claude-refactor-command,github_plugins,plugins,0.0000,0,6000,False
LewenW/claude-distill-me,github_plugins,plugins,0.0002,0,6000,False
sunjin12/ossmate,github_plugins,plugins,0.0007,0,6000,False
orbruno/claude-to-gemini-ccplugin,github_plugins,plugins,0.0000,0,2090,False
kulakeepor/project-memory,github_plugins,plugins,0.7943,1,2347,False
yarikleto/claude-teacher-plugin,github_plugins,plugins,0.3348,0,6000,False
edgesparkhq/claude-plugins,github_plugins,plugins,0.0002,0,709,False
MaxwellCalkin/autonomous-autonomy,github_plugins,plugins,0.0000,0,6000,False
CrashBytes/claude-scrum-master,github_plugins,plugins,0.0000,0,2694,False
claylo/building-in-the-open,github_plugins,plugins,0.0000,0,6000,False
hmennen90/claude-device-sync,github_plugins,plugins,0.0000,0,6000,False
ShaggyT0701/prompt-shield,github_plugins,plugins,0.0410,0,5843,False
BENZEMA216/hk-insurance-rookie,github_plugins,plugins,0.0003,0,6000,False
wjlgatech/money-os,github_plugins,plugins,0.9098,1,6000,False
sanjibdevnathlabs/claude-plugins,github_plugins,plugins,0.0000,0,4559,False
zohaibshahab-clutch/nightshift,github_plugins,plugins,0.0001,0,5937,False
JulyanXu/llm-wiki,github_plugins,plugins,0.0078,0,5035,False
jaimsh/meta-whatsapp,github_plugins,plugins,0.0000,0,2263,False
0xbaiqi/claude-sounds-themes,github_plugins,plugins,0.0000,0,1794,False
Javith-tech/pr-review-ai,github_plugins,plugins,0.0018,0,4999,False
codyhxyz/statusline,github_plugins,plugins,0.0084,0,3348,False
Hunter1x2/stress-test-skill,github_plugins,plugins,0.0031,0,5799,False
thibaultgenoncatalot-netizen/founder-discipline-public,github_plugins,plugins,0.0000,0,5248,False
pproenca/dev-workflow,github_plugins,plugins,0.0000,0,3527,False
orbruno/knowledge-mgmt-ccplugin,github_plugins,plugins,0.0000,0,3445,False
toastmanAu/claude-quotes,github_plugins,plugins,0.0001,0,3748,False
oreguchi/vb-winforms-skills,github_plugins,plugins,0.0000,0,6000,False
lugassawan/swe-workbench,github_plugins,plugins,0.0000,0,2055,False
whfreelove/chaos-theory,github_plugins,plugins,0.0000,0,2933,False
Sreerajta/baybee-Claude-SVG-Plugin-and-Skills,github_plugins,plugins,0.0003,0,6000,False
LakshmiSravyaVedantham/human-speak,github_plugins,plugins,0.0003,0,791,False
pghqdev/second-opinion,github_plugins,plugins,0.0108,0,6000,False
4KMetrics/sindri,github_plugins,plugins,0.0001,0,4449,False
gerardtschanz/revenue-os,github_plugins,plugins,0.0001,0,4434,False
fegome90-cmd/context-memory,github_plugins,plugins,0.0000,0,6000,False
machines-cash/machines-claude-plugin,github_plugins,plugins,0.0165,0,496,False
researchaudio/voicebrief-plugin,github_plugins,plugins,0.0005,0,1806,False
seahyc/lark-cowork-plugin,github_plugins,plugins,0.0000,0,3784,False
situ2001/claude-plugin-validate,github_plugins,plugins,0.0000,0,4690,False
yasserstudio/perfex-crm-skills,github_plugins,plugins,0.0013,0,6000,False
The-Focus-AI/mdcopy,github_plugins,plugins,0.0000,0,4905,False
JohnGaltJD/fm-triage-plugin,github_plugins,plugins,0.0000,0,6000,False
xonack/wp-php8-migration-claude-skill,github_plugins,plugins,0.0000,0,1233,False
spideynolove/hekate,github_plugins,plugins,0.0000,0,1293,False
Saiki77/surfacer-kb-mcp,github_plugins,plugins,0.0000,0,6000,False
jurisdictional/jurisdictional-skill,github_plugins,plugins,0.0007,0,4528,False
michelve/hugin-v0,github_plugins,plugins,0.0000,0,6000,False
xsyetopz/webcpu-agent-skill,github_plugins,plugins,0.0000,0,6000,False
kugamon/skills,github_plugins,plugins,0.0000,0,3685,False
jhonny028966/pg-aiguide,github_plugins,plugins,0.0005,0,4171,False
Stasensus/docs-to-rag,github_plugins,plugins,0.0000,0,6000,False
woodruffradiography633/claude-telegram-supercharged,github_plugins,plugins,0.0004,0,155,False
dev-muhammad/claude-django,github_plugins,plugins,0.0004,0,6000,False
JoeyEamigh/ccengram,github_plugins,plugins,0.0000,0,6000,False
clawdmint/clawdmint-plugin,github_plugins,plugins,0.0001,0,3872,False
jsynowiec/claude-toolkit,github_plugins,plugins,0.0000,0,576,False
badrusiddique/enggenie-skill,github_plugins,plugins,0.0000,0,6000,False
damionrashford/media-os,github_plugins,plugins,0.0017,0,6000,False
orbruno/woocommerce-ccplugin,github_plugins,plugins,0.0000,0,6000,False
GraysonCAdams/claude-metlife,github_plugins,plugins,0.0001,0,3948,False
lafuanh/mind-bridge,github_plugins,plugins,0.5655,1,5820,False
aetomack/pirate,github_plugins,plugins,0.7258,1,4342,False
CrashBytes/claude-role-skills,github_plugins,plugins,0.0001,0,6000,False
pgns-io/claude-skills,github_plugins,plugins,0.0000,0,961,False
mcatoms-xyz/mycapsul,github_plugins,plugins,0.0024,0,2368,False
TUKU-DEV3/ALKYL,github_plugins,plugins,0.0000,0,121,False
nizhan80-art/Swift-UIKit-Skill,github_plugins,plugins,0.0001,0,6000,False
the-spatial-wave/xr-spatial-kit-plugin,github_plugins,plugins,0.0018,0,5177,False
xonack/wp-gutenberg-claude-skill,github_plugins,plugins,0.0000,0,1157,False
CrashBytes/claude-product-manager,github_plugins,plugins,0.0000,0,2098,False
Muntello/council,github_plugins,plugins,0.0005,0,6000,False
KARIMMOHAMED2729/critical-briefs,github_plugins,plugins,0.0017,0,4237,False
muhammad-saadd/forge,github_plugins,plugins,0.0007,0,2619,False
dzhibas/engineering-manager-plugin,github_plugins,plugins,0.0000,0,1749,False
isanthoshgandhi/venture-capital-intelligence,github_plugins,plugins,0.0000,0,6000,False
yaniv-golan/skill-packager-skill,github_plugins,plugins,0.0005,0,6000,False
codyhxyz/prompt-optimizer,github_plugins,plugins,0.0097,0,6000,False
codyhxyz/font-pirate,github_plugins,plugins,0.1352,0,5502,False
codyhxyz/codyhxyz-plugins,github_plugins,plugins,0.0052,0,5549,False
kratocz/claude-plugins,github_plugins,plugins,0.0005,0,1484,False
ApurvBazari/claude-plugins,github_plugins,plugins,0.0000,0,6000,False
Colab8/rosetta-plugin,github_plugins,plugins,0.0000,0,2016,False
tycana/tycana-claude-plugin,github_plugins,plugins,0.0620,0,3969,False
eneko-codes/knowledge,github_plugins,plugins,0.0006,0,6000,False
tsl-imperial/claude-memory-plugin,github_plugins,plugins,0.0000,0,2025,False
slankka/yapi-mcp-claude-plugin,github_plugins,plugins,0.0000,0,2289,False
0xbaiqi/claude-sounds-plugin,github_plugins,plugins,0.0001,0,4884,False
CrashBytes/claude-migration-engineer,github_plugins,plugins,0.0000,0,2442,False
randomittin/superx-marketplace,github_plugins,plugins,0.0000,0,1162,False
Valtneto/kkp,github_plugins,plugins,0.0023,0,3398,False
micnoy/sebastian,github_plugins,plugins,0.0004,0,6000,False
shihwesley/interactive-planning,github_plugins,plugins,0.0000,0,6000,False
kanopi/cms-planner,github_plugins,plugins,0.0000,0,6000,False
CrashBytes/claude-devops-engineer,github_plugins,plugins,0.0000,0,2286,False
greatimon/claude-work-log,github_plugins,plugins,0.0002,0,5209,False
vmysla/ai-strategy-consulting,github_plugins,plugins,0.0000,0,5166,False
benno-v/ai-pm-project-plan,github_plugins,plugins,0.0000,0,6000,False
Trussed-japanesecedar194/claude-cortex,github_plugins,plugins,0.0008,0,5194,False
jawdat6/invoicepilot,github_plugins,plugins,0.0003,0,2946,False
jmeiracorbal/gtk-ai,github_plugins,plugins,0.0001,0,6000,False
Frank-oll/skill-publisher,github_plugins,plugins,0.0000,0,2281,False
HarambeeAI/bayes-ship,github_plugins,plugins,0.0000,0,6000,False
lukehungngo/claude-mas-template,github_plugins,plugins,0.0001,0,6000,False
codyhxyz/create-claude-plugin,github_plugins,plugins,0.0044,0,6000,False
thairns/claude-rubycritic-skill,github_plugins,plugins,0.0028,0,218,False
barcia/running-coach-plugin,github_plugins,plugins,0.0001,0,2023,False
cbingb666/cc-pocket-marketplace,github_plugins,plugins,0.0000,0,1910,False
admin-remix/workspace-skill,github_plugins,plugins,0.0000,0,4302,False
CrashBytes/claude-product-owner,github_plugins,plugins,0.0000,0,2218,False
Layton2617/sun-tzu-strategist,github_plugins,plugins,0.0017,0,3786,False
marcelopaniza/mempenny,github_plugins,plugins,0.0002,0,6000,False
thai24605/claude-code-cost-estimate,github_plugins,plugins,0.0017,0,4833,False
thedotmack/claude-mem,github_plugins,plugins,0.9970,1,6000,False
wshobson/agents,github_plugins,plugins,0.0000,0,6000,False
kyegomez/OpenMythos,github_plugins,plugins,0.9754,1,6000,False
agenticnotetaking/arscontexta,github_plugins,plugins,0.0000,0,6000,False
nyldn/claude-octopus,github_plugins,plugins,0.9480,1,6000,False
revfactory/harness,github_plugins,plugins,0.9928,1,6000,False
rohitg00/pro-workflow,github_plugins,plugins,0.9912,1,6000,False
ComposioHQ/awesome-claude-plugins,github_plugins,plugins,0.9870,1,6000,False
kenryu42/claude-code-safety-net,github_plugins,plugins,0.0030,0,6000,False
zilliztech/memsearch,github_plugins,plugins,0.9947,1,6000,False
Manavarya09/design-extract,github_plugins,plugins,0.3455,0,6000,False
ccplugins/awesome-claude-code-plugins,github_plugins,plugins,0.0007,0,6000,False
wondelai/skills,github_plugins,plugins,0.0001,0,6000,False
guanyang/antigravity-skills,github_plugins,plugins,0.0004,0,6000,False
fcakyon/claude-codex-settings,github_plugins,plugins,0.0216,0,6000,False
keskinonur/claude-code-ios-dev-guide,github_plugins,plugins,0.0007,0,6000,False
gmickel/flow-next,github_plugins,plugins,0.1017,0,4682,False
zscole/adversarial-spec,github_plugins,plugins,0.0000,0,6000,False
quemsah/awesome-claude-plugins,github_plugins,plugins,0.0002,0,6000,False
quant-sentiment-ai/claude-equity-research,github_plugins,plugins,0.0008,0,6000,False
jarrodwatts/claude-stt,github_plugins,plugins,0.0070,0,6000,False
josstei/maestro-orchestrate,github_plugins,plugins,0.0011,0,6000,False
Ibrahim-3d/orchestrator-supaconductor,github_plugins,plugins,0.9832,1,6000,False
kazukinagata/shinkoku,github_plugins,plugins,0.0065,0,6000,False
vladikk/modularity,github_plugins,plugins,0.0000,0,5442,False
Ark0N/Codeman,github_plugins,plugins,0.9821,1,6000,False
shinpr/claude-code-workflows,github_plugins,plugins,0.0005,0,6000,False
umputun/cc-thingz,github_plugins,plugins,0.0000,0,6000,False
posit-dev/skills,github_plugins,plugins,0.0000,0,6000,False
tzachbon/smart-ralph,github_plugins,plugins,0.0270,0,6000,False
jqueryscript/awesome-claude-code,github_plugins,plugins,0.0006,0,6000,False
oliver-kriska/claude-elixir-phoenix,github_plugins,plugins,0.0004,0,6000,False
Adityaraj0421/naksha-studio,github_plugins,plugins,0.0222,0,6000,False
mcpware/claude-code-organizer,github_plugins,plugins,0.0076,0,6000,False
kevinMEH/code-container,github_plugins,plugins,0.0017,0,6000,False
davegoldblatt/total-recall,github_plugins,plugins,0.0002,0,6000,False
microsoft/power-platform-skills,github_plugins,plugins,0.0000,0,6000,False
gendigitalinc/sage,github_plugins,plugins,0.0002,0,4757,False
ed3dai/ed3d-plugins,github_plugins,plugins,0.0000,0,5224,False
JayantDevkar/claude-code-karma,github_plugins,plugins,0.8617,1,6000,False
patchorbit/domscribe,github_plugins,plugins,0.9953,1,6000,False
ItamarZand88/CLI-Anything-WEB,github_plugins,plugins,0.9974,1,6000,False
sd0xdev/sd0x-dev-flow,github_plugins,plugins,0.0003,0,6000,False
spencermarx/open-code-review,github_plugins,plugins,0.0180,0,6000,False
conorluddy/xclaude-plugin,github_plugins,plugins,0.0001,0,6000,False
InterfaceX-co-jp/genshijin,github_plugins,plugins,0.3912,0,6000,False
jar-analyzer/jar-analyzer-claude,github_plugins,plugins,0.0007,0,1368,False
piercelamb/deep-project,github_plugins,plugins,0.0001,0,6000,False
sanity-io/agent-toolkit,github_plugins,plugins,0.0004,0,6000,False
assafkip/research-mode,github_plugins,plugins,0.0004,0,3729,False
HelloRuru/claude-memory-engine,github_plugins,plugins,0.6742,1,6000,False
aofp/yume,github_plugins,plugins,0.0017,0,6000,False
secondsky/claude-skills,github_plugins,plugins,0.0002,0,6000,False
elb-pr/claudikins-kernel,github_plugins,plugins,0.9872,1,6000,False
Taoidle/plan-cascade,github_plugins,plugins,0.0024,0,6000,False
NikiforovAll/claude-code-rules,github_plugins,plugins,0.0072,0,729,False
popmechanic/VibesOS,github_plugins,plugins,0.0002,0,4524,False
bitwize-music-studio/claude-ai-music-skills,github_plugins,plugins,0.0000,0,6000,False
ojowwalker77/Claude-Matrix,github_plugins,plugins,0.0065,0,4084,False
Vvkmnn/claude-emporium,github_plugins,plugins,0.9968,1,6000,False
Nako0/devglobe-extension,github_plugins,plugins,0.9933,1,6000,False
op7418/m5-paper-buddy,github_plugins,plugins,0.9949,1,6000,False
aplaceforallmystuff/claude-art-skill,github_plugins,plugins,0.0606,0,6000,False
ToluVictor/canvas-apps-tools,github_plugins,plugins,0.0000,0,5119,False
swingerman/atdd,github_plugins,plugins,0.0000,0,6000,False
WithWoz/wozcode-plugin,github_plugins,plugins,0.0000,0,5430,False
RobThePCGuy/Claude-Patent-Creator,github_plugins,plugins,0.0009,0,6000,False
piercelamb/deep-plan,github_plugins,plugins,0.0001,0,6000,False
GantisStorm/essentials-claude-code,github_plugins,plugins,0.0077,0,6000,False
anombyte93/atlas-session-lifecycle,github_plugins,plugins,0.0005,0,6000,False
grainulation/grainulator,github_plugins,plugins,0.8958,1,6000,False
gradion-ai/ipybox,github_plugins,plugins,0.4439,0,4046,False
guyskk/claude-code-supervisor,github_plugins,plugins,0.0001,0,6000,False
AgentToolkit/altk-evolve,github_plugins,plugins,0.0058,0,6000,False
wakatime/claude-code-wakatime,github_plugins,plugins,0.0001,0,1553,False
ilang-ai/autocode,github_plugins,plugins,0.0595,0,6000,False
itsjwill/gsd-pro,github_plugins,plugins,0.0026,0,6000,False
hrconsultnj/claude-plugins,github_plugins,plugins,0.0217,0,6000,False
claude-world/director-mode-lite,github_plugins,plugins,0.9975,1,6000,False
abhisekjha/pith,github_plugins,plugins,0.0000,0,5797,False
wunderlabs-dev/claudebin.com,github_plugins,plugins,0.0426,0,1521,False
fvadicamo/dev-agent-skills,github_plugins,plugins,0.0000,0,6000,False
PCIRCLE-AI/toonify-mcp,github_plugins,plugins,0.0000,0,6000,False
alivecontext/alive,github_plugins,plugins,0.9948,1,6000,False
arch-team/devpace,github_plugins,plugins,0.0007,0,6000,False
pinecone-io/pinecone-claude-code-plugin,github_plugins,plugins,0.0000,0,6000,False
kylehughes/apple-platform-build-tools-claude-code-plugin,github_plugins,plugins,0.0000,0,5416,False
Kanevry/session-orchestrator,github_plugins,plugins,0.0009,0,6000,False
murphytrueman/design-system-ops,github_plugins,plugins,0.0001,0,6000,False
2389-research/claude-plugins,github_plugins,plugins,0.0005,0,5348,False
activeloopai/hivemind,github_plugins,plugins,0.0142,0,6000,False
lgbarn/shipyard,github_plugins,plugins,0.0004,0,6000,False
Amb2rZhou/intern-clawd,github_plugins,plugins,0.0145,0,6000,False
b33eep/claude-code-setup,github_plugins,plugins,0.0229,0,5157,False
baidu-netdisk/bdpan-storage,github_plugins,plugins,0.9849,1,4865,False
piercelamb/deep-implement,github_plugins,plugins,0.0001,0,6000,False
fiorastudio/buddy,github_plugins,plugins,0.0461,0,6000,False
crisandrews/ClawCode,github_plugins,plugins,0.9917,1,6000,False
686f6c61/alfred-dev,github_plugins,plugins,0.0004,0,6000,False
heliohq/ship,github_plugins,plugins,0.0002,0,5367,False
toroleapinc/claude-brain,github_plugins,plugins,0.9908,1,6000,False
barkain/claude-code-workflow-orchestration,github_plugins,plugins,0.0002,0,6000,False
justi/claude-code-project-boundary,github_plugins,plugins,0.0009,0,5150,False
omergocmen/vibe-coder-kit,github_plugins,plugins,0.0186,0,6000,False
hyhmrright/brooks-lint,github_plugins,plugins,0.5830,1,6000,False
dredozubov/prd-generator,github_plugins,plugins,0.0000,0,1535,False
ominou5/funnel-architect-plugin,github_plugins,plugins,0.0001,0,6000,False
Houseofmvps/ultraship,github_plugins,plugins,0.0142,0,6000,False
primeline-ai/evolving-lite,github_plugins,plugins,0.0283,0,6000,False
egorfedorov/claude-context-optimizer,github_plugins,plugins,0.9959,1,6000,False
ndom91/open-plan-annotator,github_plugins,plugins,0.0004,0,5464,False
vibe-with-me-tools/agent-reachout,github_plugins,plugins,0.0002,0,5846,False
DeepBitsTechnology/claude-plugins,github_plugins,plugins,0.0002,0,6000,False
hex/claude-council,github_plugins,plugins,0.0001,0,6000,False
nikolai-vysotskyi/trace-mcp,github_plugins,plugins,0.0031,0,6000,False
KnowledgeXLab/skill-git,github_plugins,plugins,0.0026,0,5970,False
Oshayr/LLM-Wiki,github_plugins,plugins,0.0008,0,6000,False
sheeki03/Few-Word,github_plugins,plugins,0.0009,0,6000,False
michtio/craftcms-claude-skills,github_plugins,plugins,0.0000,0,6000,False
calinfaja/K-LEAN,github_plugins,plugins,0.7795,1,6000,False
