slug,source,substrate,pi_probability,pi_label,content_len,defender_positive
chanwit-tdg,claudemarketplaces,plugins,0.0000,0,2547,False
bankrbot-claude-plugins,claudemarketplaces,plugins,0.0000,0,2489,False
ursisterbtw-ccprompts,claudemarketplaces,plugins,0.0006,0,6000,False
karanchawla-vvm,claudemarketplaces,plugins,0.0000,0,3562,False
raintree-technology-claude-starter,claudemarketplaces,plugins,0.0001,0,6000,False
mintmcp-agent-security,claudemarketplaces,plugins,0.0140,0,3953,False
oikon48-cc-frontend-skills,claudemarketplaces,plugins,0.0000,0,2550,False
browserbase-claude-code-plugin,claudemarketplaces,plugins,0.0000,0,5351,False
sirsjg-flux,claudemarketplaces,plugins,0.0370,0,6000,False
roboticforce-sugar,claudemarketplaces,plugins,0.0000,0,6000,False
cxuu-golang-skills,claudemarketplaces,plugins,0.0000,0,6000,False
wakatime-claude-code-wakatime,claudemarketplaces,plugins,0.0001,0,1553,False
popmechanic-vibesos,claudemarketplaces,plugins,0.0002,0,4524,False
slgoodrich-agents,claudemarketplaces,plugins,0.0001,0,6000,False
omkamal-pypict-claude-skill,claudemarketplaces,plugins,0.0001,0,6000,False
spences10-svelte-skills-kit,claudemarketplaces,plugins,0.0000,0,4552,False
nicknisi-claude-plugins,claudemarketplaces,plugins,0.0000,0,2266,False
nowledge-co-community,claudemarketplaces,plugins,0.0005,0,6000,False
dianel555-dskills,claudemarketplaces,plugins,0.0002,0,2314,False
seth-schultz-orchestr8,claudemarketplaces,plugins,0.9620,1,6000,False
axivo-claude,claudemarketplaces,plugins,0.9400,1,5675,False
mds-floatprompt,claudemarketplaces,plugins,0.0010,0,4858,False
can1357-smgrep,claudemarketplaces,plugins,0.0119,0,6000,False
lyndonkl-claude,claudemarketplaces,plugins,0.0002,0,6000,False
w00ing-seer-skill,claudemarketplaces,plugins,0.0000,0,6000,False
iheanyi-tasuku,claudemarketplaces,plugins,0.0000,0,4285,False
poemswe-co-researcher,claudemarketplaces,plugins,0.0002,0,6000,False
neurofoo-agent-skills,claudemarketplaces,plugins,0.0000,0,5566,False
stevysmith-og-image-skill,claudemarketplaces,plugins,0.0000,0,3924,False
modu-ai-cc-plugins,claudemarketplaces,plugins,0.0004,0,6000,False
synaptic-labs-ai-pact-plugin,claudemarketplaces,plugins,0.0001,0,6000,False
codenamev-ai-software-architect,claudemarketplaces,plugins,0.0003,0,6000,False
aitytech-agentkits-memory,claudemarketplaces,plugins,0.9860,1,6000,False
asiaostrich-universal-dev-standards,claudemarketplaces,plugins,0.0026,0,6000,False
synthesys-lab-agentize,claudemarketplaces,plugins,0.0001,0,6000,False
matlab-skills,claudemarketplaces,plugins,0.0000,0,6000,False
fvadicamo-dev-agent-skills,claudemarketplaces,plugins,0.0000,0,6000,False
tawanorg-claude-sync,claudemarketplaces,plugins,0.0528,0,6000,False
awesomejun-awesome-claude-plugins,claudemarketplaces,plugins,0.9754,1,6000,False
thienanblog-awesome-ai-agent-skills,claudemarketplaces,plugins,0.0000,0,6000,False
equilateral-ai-equilateral-agents-open-core,claudemarketplaces,plugins,0.0003,0,6000,False
axiomhq-cli,claudemarketplaces,plugins,0.0822,0,5197,False
cocoindex-io-cocoindex-claude,claudemarketplaces,plugins,0.0001,0,1138,False
edmundmiller-dotfiles,claudemarketplaces,plugins,0.0957,0,6000,False
jellydn-my-ai-tools,claudemarketplaces,plugins,0.0012,0,6000,False
trading212-labs-agent-skills,claudemarketplaces,plugins,0.0003,0,5689,False
vm0-ai-vm0-skills,claudemarketplaces,plugins,0.0000,0,1821,False
alonw0-llm-docs-optimizer,claudemarketplaces,plugins,0.0000,0,6000,False
openrewrite-rewrite-docs,claudemarketplaces,plugins,0.0001,0,1925,False
eli0shin-cli-lsp-client,claudemarketplaces,plugins,0.0000,0,6000,False
varadhjain-granola-claude-plugin,claudemarketplaces,plugins,0.0564,0,4659,False
richtabor-agent-skills,claudemarketplaces,plugins,0.0002,0,5691,False
antvis-chart-visualization-skills,claudemarketplaces,plugins,0.0005,0,6000,False
hamelsmu-hamel,claudemarketplaces,plugins,0.0011,0,2609,False
kylehughes-the-unofficial-swift-concurrency-migration-skill,claudemarketplaces,plugins,0.0005,0,4567,False
giladshoham-awesome-claude-plugins,claudemarketplaces,plugins,0.0000,0,5795,False
alexgladkov-claude-code-agents,claudemarketplaces,plugins,0.0000,0,3886,False
lgbarn-shipyard,claudemarketplaces,plugins,0.0004,0,6000,False
chamherry-claude-code-third-party-plugins,claudemarketplaces,plugins,0.0157,0,5099,False
pinecone-io-pinecone-claude-code-plugin,claudemarketplaces,plugins,0.0000,0,6000,False
raveeshbhalla-dspy-gepa-logger,claudemarketplaces,plugins,0.0000,0,6000,False
hexrayssa-ida-claude-plugins,claudemarketplaces,plugins,0.0000,0,1209,False
martybonacci-specswarm,claudemarketplaces,plugins,0.0000,0,6000,False
nesbo-dotnet-claude-code-skills,claudemarketplaces,plugins,0.0000,0,6000,False
bearly-hodling-claude-canvas,claudemarketplaces,plugins,0.0001,0,6000,False
dgalarza-claude-code-workflows,claudemarketplaces,plugins,0.0000,0,4882,False
blacktop-ipsw-skill,claudemarketplaces,plugins,0.0000,0,3460,False
webflow-webflow-skills,claudemarketplaces,plugins,0.0000,0,5293,False
melodic-software-claude-code-plugins,claudemarketplaces,plugins,0.0000,0,6000,False
richlander-dotnet-skills,claudemarketplaces,plugins,0.0000,0,2066,False
henkisdabro-wookstar-claude-plugins,claudemarketplaces,plugins,0.0000,0,6000,False
jakedahn-pomodoro,claudemarketplaces,plugins,0.0000,0,6000,False
neondatabase-agent-skills,claudemarketplaces,plugins,0.0004,0,3004,False
verygoodplugins-mcp-automem,claudemarketplaces,plugins,0.2021,0,6000,False
blas0-unseveredmemory,claudemarketplaces,plugins,0.0045,0,6000,False
tuist-claude-marketplace,claudemarketplaces,plugins,0.0000,0,2182,False
cliftonc-drizzle-cube,claudemarketplaces,plugins,0.0001,0,6000,False
forsonny-the-crucible-writing-system-for-claude,claudemarketplaces,plugins,0.0001,0,6000,False
devsforge-marketplace,claudemarketplaces,plugins,0.0061,0,6000,False
shinyorg-mediator,claudemarketplaces,plugins,0.0001,0,6000,False
superclaude-org-superclaude_plugin,claudemarketplaces,plugins,0.9856,1,6000,False
rysweet-amplihack,claudemarketplaces,plugins,0.0001,0,6000,False
aws-samples-aws-emr-utilities,claudemarketplaces,plugins,0.0000,0,646,False
kylehughes-the-unofficial-swift-programming-language-skill,claudemarketplaces,plugins,0.0007,0,4333,False
0xbigboss-claude-code,claudemarketplaces,plugins,0.0003,0,6000,False
brunoborges-jdb-agentic-debugger,claudemarketplaces,plugins,0.0000,0,6000,False
agent-messenger-agent-messenger,claudemarketplaces,plugins,0.7604,1,6000,False
turingmindai-turingmind-code-review,claudemarketplaces,plugins,0.0085,0,6000,False
raveenb-fal-mcp-server,claudemarketplaces,plugins,0.0015,0,6000,False
willseltzer-claude-handoff,claudemarketplaces,plugins,0.0000,0,4510,False
quivrhq-247-claude-code-remote,claudemarketplaces,plugins,0.0005,0,6000,False
rika-labs-sgrep,claudemarketplaces,plugins,0.0031,0,1928,False
typefully-agent-skills,claudemarketplaces,plugins,0.0008,0,4119,False
para-fr-wd-framework,claudemarketplaces,plugins,0.0002,0,1290,False
cleydson-flutter-claude-code,claudemarketplaces,plugins,0.0000,0,3294,False
adrianpuiu-specification-document-generator,claudemarketplaces,plugins,0.0001,0,6000,False
vibe-with-me-tools-agent-reachout,claudemarketplaces,plugins,0.0002,0,5846,False
robbyt-claude-skills,claudemarketplaces,plugins,0.0000,0,4977,False
caidish-cai-tools,claudemarketplaces,plugins,0.0000,0,6000,False
masup9-a11y-specialist-skills,claudemarketplaces,plugins,0.0000,0,4531,False
xiaobei930-cc-best,claudemarketplaces,plugins,0.6694,1,6000,False
wquguru-exoshell,claudemarketplaces,plugins,0.0138,0,2046,False
khgs2411-flow,claudemarketplaces,plugins,0.0002,0,6000,False
nealcaren-social-data-analysis,claudemarketplaces,plugins,0.0000,0,6000,False
nette-claude-code,claudemarketplaces,plugins,0.0000,0,2792,False
aviflombaum-claude-code-in-avinyc,claudemarketplaces,plugins,0.0004,0,6000,False
deevsdeevs-agent-system,claudemarketplaces,plugins,0.0000,0,6000,False
asdfghoney-rdr,claudemarketplaces,plugins,0.0004,0,6000,False
bennypowers-cem,claudemarketplaces,plugins,0.0000,0,6000,False
vintasoftware-django-ai-plugins,claudemarketplaces,plugins,0.0000,0,5716,False
deepbitstechnology-claude-plugins,claudemarketplaces,plugins,0.0002,0,6000,False
dexhorthy-slopfiles,claudemarketplaces,plugins,0.0011,0,712,False
sherifkozman-the-llm-council,claudemarketplaces,plugins,0.0398,0,6000,False
tyrchen-claude-skills,claudemarketplaces,plugins,0.0000,0,2094,False
martinellich-aiup-marketplace,claudemarketplaces,plugins,0.0001,0,6000,False
lis186-sourceatlas,claudemarketplaces,plugins,0.0011,0,6000,False
asif2bd-wordpress-publishing-skill-for-claude,claudemarketplaces,plugins,0.0003,0,6000,False
ttmouse-skills,claudemarketplaces,plugins,0.0004,0,6000,False
rknall-claude-skills,claudemarketplaces,plugins,0.0000,0,6000,False
bigdra50-unity-cli,claudemarketplaces,plugins,0.0116,0,6000,False
swiftwasm-swift-wasm-agent-skill,claudemarketplaces,plugins,0.0000,0,3846,False
enessari-metabase-ai-assistant,claudemarketplaces,plugins,0.0377,0,6000,False
devfullcycle-claude-mkt-place,claudemarketplaces,plugins,0.0000,0,3048,False
alexanderop-claude-code-builder,claudemarketplaces,plugins,0.0000,0,6000,False
data-goblin-fabric-cli-plugin,claudemarketplaces,plugins,0.0163,0,4898,False
vaayne-agent-kit,claudemarketplaces,plugins,0.0002,0,4196,False
clipboardhealth-core-utils,claudemarketplaces,plugins,0.0024,0,4351,False
eth0izzle-security-skills,claudemarketplaces,plugins,0.0000,0,3102,False
izmailovilya-ilia-izmailov-plugins,claudemarketplaces,plugins,0.0000,0,4061,False
theodorosploumis-drupal-best-practices,claudemarketplaces,plugins,0.0000,0,6000,False
paddo-claude-tools,claudemarketplaces,plugins,0.0011,0,2870,False
prefecthq-prefect-mcp-server,claudemarketplaces,plugins,0.0007,0,6000,False
majesticlabs-dev-majestic-marketplace,claudemarketplaces,plugins,0.0000,0,6000,False
tonylofgren-aurora-smart-home,claudemarketplaces,plugins,0.0041,0,6000,False
2lab-ai-oh-my-claude,claudemarketplaces,plugins,0.9939,1,4804,False
assimovt-productskills,claudemarketplaces,plugins,0.0000,0,4460,False
hodgesmr-agent-fecfile,claudemarketplaces,plugins,0.0000,0,6000,False
zerobearing2-rails-ai,claudemarketplaces,plugins,0.0000,0,6000,False
pokutuna-mcp-chrome-tabs,claudemarketplaces,plugins,0.0018,0,6000,False
dustywalker-claude-code-marketplace,claudemarketplaces,plugins,0.0000,0,3087,False
saadshahd-moo.md,claudemarketplaces,plugins,0.0000,0,104,False
sequenzia-agent-alchemy,claudemarketplaces,plugins,0.0000,0,6000,False
leanprover-skills,claudemarketplaces,plugins,0.0000,0,3648,False
uniswap-ai-toolkit,claudemarketplaces,plugins,0.0007,0,6000,False
kylesnowschwartz-claude-bumper-lanes,claudemarketplaces,plugins,0.0000,0,6000,False
smucclaw-l4-ide,claudemarketplaces,plugins,0.0000,0,6000,False
peterfile-devpilot-agents,claudemarketplaces,plugins,0.0029,0,5808,False
lifangda-claude-plugins,claudemarketplaces,plugins,0.0016,0,6000,False
joellewis-finance_skills,claudemarketplaces,plugins,0.0001,0,6000,False
missingpackage-gitgud,claudemarketplaces,plugins,0.0002,0,6000,False
pcircle-ai-toonify-mcp,claudemarketplaces,plugins,0.0000,0,6000,False
yorkeccak-scientific-skills,claudemarketplaces,plugins,0.0003,0,6000,False
fiberplane-claude-code-plugins,claudemarketplaces,plugins,0.0000,0,1136,False
amekala-ads-mcp,claudemarketplaces,plugins,0.0000,0,6000,False
max-sixty-jean-claude,claudemarketplaces,plugins,0.0011,0,6000,False
jongwony-claudepanel.spoon,claudemarketplaces,plugins,0.0000,0,96,False
terrylica-cc-skills,claudemarketplaces,plugins,0.0001,0,6000,False
karaage0703-claude-coding-assistant,claudemarketplaces,plugins,0.0004,0,1729,False
charlesjones-dev-claude-code-plugins-dev,claudemarketplaces,plugins,0.0016,0,6000,False
shunsukehayashi-miyabi,claudemarketplaces,plugins,0.0000,0,126,False
dhruvbaldawa-ccconfigs,claudemarketplaces,plugins,0.0000,0,6000,False
rohittcodes-claude-plugin-suite,claudemarketplaces,plugins,0.0001,0,4788,False
jackreis-neurodivergent-visual-org,claudemarketplaces,plugins,0.0009,0,6000,False
abilityai-trinity,claudemarketplaces,plugins,0.9885,1,6000,False
saleor-configurator,claudemarketplaces,plugins,0.0001,0,6000,False
rawveg-skillsforge-marketplace,claudemarketplaces,plugins,0.0000,0,6000,False
justfinethanku-cc_chrome_devtools_mcp_skill,claudemarketplaces,plugins,0.0000,0,6000,False
lucklyric-cc-dev-tools,claudemarketplaces,plugins,0.0000,0,6000,False
futuresearch-futuresearch-python,claudemarketplaces,plugins,0.0018,0,6000,False
ekusiadadus-draw-mcp,claudemarketplaces,plugins,0.0000,0,6000,False
spences10-claude-code-toolkit,claudemarketplaces,plugins,0.0001,0,6000,False
netresearch-claude-code-marketplace,claudemarketplaces,plugins,0.0000,0,6000,False
eqtylab-real-a2a,claudemarketplaces,plugins,0.0004,0,4472,False
jmanhype-claude-code-plugin-marketplace,claudemarketplaces,plugins,0.0000,0,5494,False
thoo-claude-code-zellij-status,claudemarketplaces,plugins,0.0001,0,3972,False
akiojin-unity-mcp-server,claudemarketplaces,plugins,0.0001,0,6000,False
in-the-loop-labs-pair-review,claudemarketplaces,plugins,0.0003,0,6000,False
jcputney-agent-peer-review,claudemarketplaces,plugins,0.0000,0,6000,False
outfitter-dev-agents,claudemarketplaces,plugins,0.0000,0,5829,False
dotclaude-marketplace,claudemarketplaces,plugins,0.0006,0,6000,False
redplanethq-redplanethq-marketplace,claudemarketplaces,plugins,0.0001,0,3931,False
kylesnowschwartz-claude-handoff,claudemarketplaces,plugins,0.0000,0,2977,False
jleechanorg-claude-commands,claudemarketplaces,plugins,0.0000,0,6000,False
slvdev-weasel,claudemarketplaces,plugins,0.0671,0,6000,False
guinacio-claude-image-gen,claudemarketplaces,plugins,0.0000,0,6000,False
mrlm-xyz-demo-claude-marketplace,claudemarketplaces,plugins,0.0000,0,6000,False
armanzeroeight-fastagent-plugins,claudemarketplaces,plugins,0.0001,0,6000,False
mussacharles-claude-code-image-sanitizer,claudemarketplaces,plugins,0.0001,0,5601,False
policyengine-policyengine-claude,claudemarketplaces,plugins,0.0001,0,878,False
knowall-ai-turbo-whisper,claudemarketplaces,plugins,0.0088,0,6000,False
hiroro-work-claude-plugins,claudemarketplaces,plugins,0.0002,0,4543,False
rawwerks-vibecad,claudemarketplaces,plugins,0.0000,0,2699,False
mylukin-agent-council,claudemarketplaces,plugins,0.0000,0,2961,False
hoblin-claude-ruby-marketplace,claudemarketplaces,plugins,0.0002,0,2742,False
voxel51-fiftyone-skills,claudemarketplaces,plugins,0.9363,1,6000,False
frostant-awesome-claude-skills,claudemarketplaces,plugins,0.9848,1,6000,False
brimtown-claude-fortress,claudemarketplaces,plugins,0.0275,0,4530,False
tjboudreaux-cc-thinking-skills,claudemarketplaces,plugins,0.0047,0,6000,False
spillwavesolutions-automating-mac-apps-plugin,claudemarketplaces,plugins,0.0000,0,6000,False
z-m-huang-claude-codex,claudemarketplaces,plugins,0.0003,0,6000,False
schpet-jjagent,claudemarketplaces,plugins,0.0003,0,6000,False
deepeshbodh-human-in-loop,claudemarketplaces,plugins,0.0297,0,6000,False
mwguerra-claude-code-plugins,claudemarketplaces,plugins,0.0000,0,6000,False
mahidalhan-claude-hacks,claudemarketplaces,plugins,0.0003,0,3793,False
ypares-agent-skills,claudemarketplaces,plugins,0.0002,0,1674,False
captaincrouton89-crouton-kit,claudemarketplaces,plugins,0.0000,0,48,False
farra-dev-agent-backlog,claudemarketplaces,plugins,0.0000,0,6000,False
kks0488-vibe-claude,claudemarketplaces,plugins,0.0133,0,6000,False
softaworks-gepetto,claudemarketplaces,plugins,0.0007,0,6000,False
anentrypoint-gm-cc,claudemarketplaces,plugins,0.0000,0,6000,False
full-stack-biz-claude-skills-toolkit,claudemarketplaces,plugins,0.0000,0,6000,False
jbdamask-john-claude-skills,claudemarketplaces,plugins,0.0000,0,736,False
avsm-ocaml-claude-marketplace,claudemarketplaces,plugins,0.0000,0,2450,False
zenoxzx-trello-cli,claudemarketplaces,plugins,0.0001,0,5527,False
laurigates-claude-plugins,claudemarketplaces,plugins,0.0000,0,6000,False
kmichels-multi-manus-planning,claudemarketplaces,plugins,0.0001,0,6000,False
tommy-ca-notion-skills,claudemarketplaces,plugins,0.0000,0,6000,False
glincker-claude-code-marketplace,claudemarketplaces,plugins,0.0001,0,6000,False
mkerix-toolscript,claudemarketplaces,plugins,0.0000,0,6000,False
greyhaven-ai-claude-code-config,claudemarketplaces,plugins,0.0000,0,6000,False
josiahsiegel-claude-plugin-marketplace,claudemarketplaces,plugins,0.0000,0,5777,False
specstoryai-agent-skills,claudemarketplaces,plugins,0.0000,0,5441,False
randroids-dojo-skills,claudemarketplaces,plugins,0.0000,0,6000,False
ckanner-agent-skills,claudemarketplaces,plugins,0.0006,0,6000,False
religa-multi_mcp,claudemarketplaces,plugins,0.0001,0,6000,False
kylesnowschwartz-age-of-claude,claudemarketplaces,plugins,0.0002,0,1592,False
salesably-salesably-marketplace,claudemarketplaces,plugins,0.0006,0,4534,False
yoanbernabeu-slidev-skills,claudemarketplaces,plugins,0.6425,1,6000,False
dmitrypogrebnoy-ruby-agent-skills,claudemarketplaces,plugins,0.0002,0,3660,False
artemnovichkov-skills,claudemarketplaces,plugins,0.0000,0,2212,False
tobias-walle-agency,claudemarketplaces,plugins,0.0005,0,6000,False
plastic-labs-claude-honcho,claudemarketplaces,plugins,0.0002,0,6000,False
atxtechbro-dotfiles,claudemarketplaces,plugins,0.0002,0,6000,False
onsails-cc,claudemarketplaces,plugins,0.0000,0,1679,False
tmchow-hzl,claudemarketplaces,plugins,0.0001,0,1799,False
tmchow-tmc-marketplace,claudemarketplaces,plugins,0.0002,0,2937,False
xiaolai-codex-toolkit-for-claude,claudemarketplaces,plugins,0.0001,0,6000,False
technickai-ai-coding-config,claudemarketplaces,plugins,0.0013,0,6000,False
rhuss-cc-slidev,claudemarketplaces,plugins,0.0001,0,6000,False
christian289-dotnet-with-claudecode,claudemarketplaces,plugins,0.0000,0,1870,False
kenryu42-claude-code-plan-export,claudemarketplaces,plugins,0.0071,0,4955,False
shinyorg-reflector,claudemarketplaces,plugins,0.0000,0,4455,False
ysyecust-everything-claude-code,claudemarketplaces,plugins,0.0161,0,6000,False
bejranonda-llm-autonomous-agent-plugin-for-claude,claudemarketplaces,plugins,0.0401,0,6000,False
708u-twig,claudemarketplaces,plugins,0.0000,0,6000,False
jeanluciano-quaestor,claudemarketplaces,plugins,0.0000,0,5211,False
marcelleon-skills-zh,claudemarketplaces,plugins,0.0013,0,6000,False
hermeticormus-libreuiux-claude-code,claudemarketplaces,plugins,0.9888,1,6000,False
uw-ssec-rse-plugins,claudemarketplaces,plugins,0.0000,0,6000,False
ai4curation-curation-skills,claudemarketplaces,plugins,0.0000,0,6000,False
