slug,source,substrate,heuristic_hit_count,heuristic_flags,patterns,content_len,stars,installs,official_badge,defender_positive
insforge-insforge,claudemarketplaces,plugins,0,,,100,7246,1,False,False
ykdojo-claude-code-tips,claudemarketplaces,plugins,0,,,265,7178,1,False,False
microsoft-playwright-cli,claudemarketplaces,plugins,0,,,111,6991,1,False,False
orchestra-research-ai-research-skills,claudemarketplaces,plugins,0,,,233,6242,22,False,False
brainblend-ai-atomic-agents,claudemarketplaces,plugins,0,,,30,5842,1,False,False
sawyerhood-dev-browser,claudemarketplaces,plugins,0,,,66,5467,1,False,False
dammyjay93-interface-design,claudemarketplaces,plugins,0,,,85,4408,1,False,False
firebase-firebase-tools,claudemarketplaces,plugins,0,,,31,4382,1,False,False
trailofbits-skills,claudemarketplaces,plugins,0,,,100,4329,28,False,False
max-sixty-worktrunk,claudemarketplaces,plugins,0,,,88,4209,1,False,False
exa-labs-exa-mcp-server,claudemarketplaces,plugins,0,,,40,4168,1,False,False
czlonkowski-n8n-skills,claudemarketplaces,plugins,0,,,60,4110,1,False,False
pimzino-spec-workflow-mcp,claudemarketplaces,plugins,0,,,290,4092,2,False,False
mixedbread-ai-mgrep,claudemarketplaces,plugins,0,,,89,3977,1,False,False
langroid-langroid,claudemarketplaces,plugins,0,,,41,3955,1,False,False
backnotprop-plannotator,claudemarketplaces,plugins,0,,,125,3927,1,False,False
mckinsey-vizro,claudemarketplaces,plugins,0,,,78,3653,1,False,False
davepoon-buildwithclaude,claudemarketplaces,plugins,0,,,159,2705,51,False,False
letta-ai-claude-subconscious,claudemarketplaces,plugins,0,,,31,2593,1,False,False
stellarlinkco-myclaude,claudemarketplaces,plugins,0,,,71,2563,5,False,False
zeframlou-call-me,claudemarketplaces,plugins,0,,,59,2554,1,False,False
avdlee-swiftui-agent-skill,claudemarketplaces,plugins,0,,,93,2460,1,False,False
nyldn-claude-octopus,claudemarketplaces,plugins,0,,,101,2412,1,False,False
jasonxudeveloper-jengine,claudemarketplaces,plugins,0,,,81,2194,1,False,False
wirasm-prps-agentic-eng,claudemarketplaces,plugins,0,,,52,2097,1,False,False
perplexityai-modelcontextprotocol,claudemarketplaces,plugins,0,,,70,2078,1,False,False
modelcontextprotocol-ext-apps,claudemarketplaces,plugins,0,,,112,1995,1,False,False
asheshgoplani-agent-deck,claudemarketplaces,plugins,0,,,101,1913,1,False,False
apify-agent-skills,claudemarketplaces,plugins,0,,,32,1835,5,False,False
supabase-agent-skills,claudemarketplaces,plugins,0,,,61,1832,1,False,False
glittercowboy-taches-cc-resources,claudemarketplaces,plugins,0,,,77,1756,1,False,False
pchalasani-claude-code-tools,claudemarketplaces,plugins,0,,,87,1691,7,False,False
timescale-pg-aiguide,claudemarketplaces,plugins,0,,,122,1677,1,False,False
expo-skills,claudemarketplaces,plugins,0,,,92,1620,4,False,False
rohitg00-pro-workflow,claudemarketplaces,plugins,0,,,182,1551,1,False,False
microsoftdocs-mcp,claudemarketplaces,plugins,0,,,133,1524,1,False,False
appleboy-codegpt,claudemarketplaces,plugins,0,,,193,1497,1,False,False
antonbabenko-terraform-skill,claudemarketplaces,plugins,0,,,100,1483,1,False,False
actionbook-actionbook,claudemarketplaces,plugins,0,,,75,1470,1,False,False
dvdsgl-claude-canvas,claudemarketplaces,plugins,0,,,36,1461,1,False,False
redplanethq-core,claudemarketplaces,plugins,0,,,37,1428,1,False,False
feiskyer-claude-code-settings,claudemarketplaces,plugins,0,,,57,1415,7,False,False
k-dense-ai-claude-scientific-writer,claudemarketplaces,plugins,0,,,35,1405,1,False,False
softaworks-agent-toolkit,claudemarketplaces,plugins,0,,,201,1380,56,False,False
avdlee-swift-concurrency-agent-skill,claudemarketplaces,plugins,0,,,155,1372,1,False,False
cloudai-x-claude-workflow-v2,claudemarketplaces,plugins,0,,,78,1315,1,False,False
kenryu42-claude-code-safety-net,claudemarketplaces,plugins,0,,,116,1233,1,False,False
composiohq-awesome-claude-plugins,claudemarketplaces,plugins,0,,,137,1200,24,False,False
raine-workmux,claudemarketplaces,plugins,0,,,59,1176,1,False,False
udecode-dotai,claudemarketplaces,plugins,0,,,30,1144,7,False,False
geekjourneyx-md2wechat-skill,claudemarketplaces,plugins,0,,,74,1140,1,False,False
ryandonofrio3-osgrep,claudemarketplaces,plugins,0,,,45,1118,1,False,False
skills-directory-skill-codex,claudemarketplaces,plugins,0,,,48,1100,1,False,False
itsmostafa-aws-agent-skills,claudemarketplaces,plugins,0,,,21,1063,1,False,False
openprose-prose,claudemarketplaces,plugins,0,,,542,1041,1,False,False
actionbook-rust-skills,claudemarketplaces,plugins,0,,,76,977,1,False,False
mbailey-voicemode,claudemarketplaces,plugins,0,,,52,969,2,False,False
numman-ali-n-skills,claudemarketplaces,plugins,0,,,88,951,5,False,False
classmethod-tsumiki,claudemarketplaces,plugins,0,,,7,937,1,False,False
jarrodwatts-claude-delegator,claudemarketplaces,plugins,0,,,68,933,1,False,False
umputun-ralphex,claudemarketplaces,plugins,0,,,59,925,1,False,False
saik0s-mcp-browser-use,claudemarketplaces,plugins,0,,,26,919,1,False,False
bayramannakov-claude-reflect,claudemarketplaces,plugins,0,,,146,880,1,False,False
daymade-claude-code-skills,claudemarketplaces,plugins,0,,,113,783,45,False,False
neolabhq-context-engineering-kit,claudemarketplaces,plugins,0,,,146,763,13,False,False
charleswiltgen-axiom,claudemarketplaces,plugins,0,,,88,761,1,False,False
zhanghandong-makepad-skills,claudemarketplaces,plugins,0,,,36,733,1,False,False
brownfinesecurity-iothackbot,claudemarketplaces,plugins,0,,,87,726,1,False,False
team-attention-plugins-for-claude-natives,claudemarketplaces,plugins,0,,,35,723,13,False,False
0xdesign-design-plugin,claudemarketplaces,plugins,0,,,42,704,1,False,False
agent-sh-agentsys,claudemarketplaces,plugins,0,,,135,699,19,False,False
jezweb-claude-skills,claudemarketplaces,plugins,0,,,102,696,10,False,False
resciencelab-opc-skills,claudemarketplaces,plugins,0,,,29,680,9,False,False
cyberkaida-reverse-engineering-assistant,claudemarketplaces,plugins,0,,,54,677,1,False,False
ananddtyagi-cc-marketplace,claudemarketplaces,plugins,0,,,40,673,119,False,False
francyjglisboa-agent-skill-creator,claudemarketplaces,plugins,0,,,176,668,1,False,False
ccplugins-awesome-claude-code-plugins,claudemarketplaces,plugins,0,,,113,668,118,False,False
hmans-beans,claudemarketplaces,plugins,0,,,61,663,1,False,False
getsentry-sentry-mcp,claudemarketplaces,plugins,0,,,51,623,2,False,False
onmax-nuxt-skills,claudemarketplaces,plugins,0,,,55,619,19,False,False
joelhooks-swarm-tools,claudemarketplaces,plugins,0,,,110,613,1,False,False
ast-grep-agent-skill,claudemarketplaces,plugins,0,,,78,611,1,False,False
jasonkneen-kiro,claudemarketplaces,plugins,0,,,46,610,1,False,False
jetbrains-go-modern-guidelines,claudemarketplaces,plugins,0,,,45,599,1,False,False
23blocks-os-ai-maestro,claudemarketplaces,plugins,0,,,232,590,1,False,False
fcakyon-claude-codex-settings,claudemarketplaces,plugins,0,,,131,575,24,False,False
schpet-linear-cli,claudemarketplaces,plugins,0,,,104,563,1,False,False
gmickel-flow-next,claudemarketplaces,plugins,0,,,165,562,2,False,False
kalil0321-reverse-api-engineer,claudemarketplaces,plugins,0,,,123,559,1,False,False
laravel-agent-skills,claudemarketplaces,plugins,0,,,43,551,3,False,False
mhattingpete-claude-skills-marketplace,claudemarketplaces,plugins,0,,,96,536,4,False,False
kingbootoshi-cartographer,claudemarketplaces,plugins,0,,,92,535,1,False,False
fradser-dotclaude,claudemarketplaces,plugins,0,,,128,523,11,False,False
hashicorp-agent-skills,claudemarketplaces,plugins,0,,,76,522,5,False,False
zscole-adversarial-spec,claudemarketplaces,plugins,0,,,136,519,1,False,False
a5c-ai-babysitter,claudemarketplaces,plugins,0,,,177,519,1,False,False
getsentry-skills,claudemarketplaces,plugins,0,,,53,501,1,False,False
browserbase-skills,claudemarketplaces,plugins,0,,,41,498,3,False,False
jshchnz-claude-code-scheduler,claudemarketplaces,plugins,0,,,23,493,1,False,False
chujianyun-skills,claudemarketplaces,plugins,0,,,22,445,13,False,False
tokenrollai-llmdoc,claudemarketplaces,plugins,0,,,25,443,1,False,False
wondelai-skills,claudemarketplaces,plugins,0,,,65,433,9,False,False
chachamaru127-claude-code-harness,claudemarketplaces,plugins,0,,,123,432,1,False,False
aitytech-agentkits-marketing,claudemarketplaces,plugins,0,,,129,427,1,False,False
quant-sentiment-ai-claude-equity-research,claudemarketplaces,plugins,0,,,285,416,1,False,False
mutable-state-inc-ensue-skill,claudemarketplaces,plugins,0,,,17,412,1,False,False
nhevers-moltbrain,claudemarketplaces,plugins,0,,,113,409,1,False,False
speakeasy-api-speakeasy,claudemarketplaces,plugins,0,,,167,406,1,False,False
project-codeguard-rules,claudemarketplaces,plugins,0,,,271,401,1,False,False
jfernandez-mdserve,claudemarketplaces,plugins,0,,,45,398,1,False,False
freee-freee-mcp,claudemarketplaces,plugins,0,,,61,397,1,False,False
cloudshipai-station,claudemarketplaces,plugins,0,,,111,391,2,False,False
humania-org-humanize,claudemarketplaces,plugins,0,,,25,384,1,False,False
piebald-ai-claude-code-lsps,claudemarketplaces,plugins,0,,,47,379,27,False,False
mintlify-docs,claudemarketplaces,plugins,0,,,31,369,4,False,False
mckinsey-agents-at-scale-ark,claudemarketplaces,plugins,0,,,144,367,1,False,False
jarrodwatts-claude-stt,claudemarketplaces,plugins,0,,,66,363,1,False,False
dbt-labs-dbt-agent-skills,claudemarketplaces,plugins,0,,,131,360,2,False,False
lijigang-ljg-skill-xray-book,claudemarketplaces,plugins,0,,,41,359,1,False,False
sinotrade-shioaji,claudemarketplaces,plugins,0,,,61,352,1,False,False
humanplane-homunculus,claudemarketplaces,plugins,0,,,108,347,1,False,False
memvid-claude-brain,claudemarketplaces,plugins,0,,,196,347,1,False,False
levnikolaevich-claude-code-skills,claudemarketplaces,plugins,0,,,343,334,7,False,False
obra-episodic-memory,claudemarketplaces,plugins,0,,,50,334,1,False,False
trailofbits-skills-curated,claudemarketplaces,plugins,0,,,56,332,28,False,False
ooiyeefei-ccc,claudemarketplaces,plugins,0,,,63,330,3,False,False
koreal6803-finlab-ai,claudemarketplaces,plugins,0,,,69,328,1,False,False
avdlee-swift-testing-agent-skill,claudemarketplaces,plugins,0,,,186,328,1,False,False
notedit-happy-skills,claudemarketplaces,plugins,0,,,12,326,1,False,False
zippoxer-subtask,claudemarketplaces,plugins,0,,,61,321,1,False,False
makenotion-claude-code-notion-plugin,claudemarketplaces,plugins,0,,,45,302,1,False,False
astronomer-agents,claudemarketplaces,plugins,0,,,48,302,1,False,False
defendend-claude-ast-index-search,claudemarketplaces,plugins,0,,,119,302,1,False,False
ntcoding-claude-skillz,claudemarketplaces,plugins,0,,,57,295,13,False,False
anthropics-life-sciences,claudemarketplaces,plugins,0,,,176,291,17,False,False
jaganpro-sf-skills,claudemarketplaces,plugins,0,,,168,288,18,False,False
alonw0-web-asset-generator,claudemarketplaces,plugins,0,,,170,288,1,False,False
palkan-skills,claudemarketplaces,plugins,0,,,56,285,1,False,False
davidfowl-dotnet-skillz,claudemarketplaces,plugins,0,,,31,281,1,False,False
shinpr-claude-code-workflows,claudemarketplaces,plugins,0,,,89,280,6,False,False
tzachbon-smart-ralph,claudemarketplaces,plugins,0,,,133,274,2,False,False
iamzhihuix-happy-claude-skills,claudemarketplaces,plugins,0,,,107,273,6,False,False
umputun-cc-thingz,claudemarketplaces,plugins,0,,,30,267,7,False,False
emsi-mymanus,claudemarketplaces,plugins,0,,,40,265,1,False,False
sudocode-ai-sudocode,claudemarketplaces,plugins,0,,,64,265,1,False,False
kingbootoshi-codex-orchestrator,claudemarketplaces,plugins,0,,,96,263,1,False,False
partme-ai-full-stack-skills,claudemarketplaces,plugins,0,,,42,258,12,False,False
boshu2-agentops,claudemarketplaces,plugins,0,,,103,257,1,False,False
firecrawl-cli,claudemarketplaces,plugins,0,,,99,254,1,False,False
madappgang-claude-code,claudemarketplaces,plugins,0,,,31,248,9,False,False
lawvable-awesome-legal-skills,claudemarketplaces,plugins,0,,,64,244,42,False,False
rsmdt-the-startup,claudemarketplaces,plugins,0,,,79,244,2,False,False
mylukin-agent-foreman,claudemarketplaces,plugins,0,,,78,243,1,False,False
posit-dev-skills,claudemarketplaces,plugins,0,,,40,243,6,False,False
athola-claude-night-market,claudemarketplaces,plugins,0,,,164,242,23,False,False
paid-tw-skills,claudemarketplaces,plugins,0,,,58,237,4,False,False
intellectronica-agent-skills,claudemarketplaces,plugins,0,,,31,236,21,False,False
guo-yu-skills,claudemarketplaces,plugins,0,,,56,235,5,False,False
obra-superpowers-chrome,claudemarketplaces,plugins,0,,,94,232,1,False,False
fr33d3m0n-threat-modeling,claudemarketplaces,plugins,0,,,206,230,1,False,False
zxkane-aws-skills,claudemarketplaces,plugins,0,,,27,228,5,False,False
dcramer-dex,claudemarketplaces,plugins,0,,,24,226,1,False,False
railwayapp-railway-skills,claudemarketplaces,plugins,0,,,41,225,1,False,False
sveltejs-ai-tools,claudemarketplaces,plugins,0,,,51,225,1,False,False
aws-solutions-library-samples-guidance-for-claude-code-with-amazon-bedrock,claudemarketplaces,plugins,0,,,161,218,14,False,False
scarletkc-vexor,claudemarketplaces,plugins,0,,,44,213,1,False,False
mbruhler-claude-orchestration,claudemarketplaces,plugins,0,,,57,212,1,False,False
astral-sh-claude-code-plugins,claudemarketplaces,plugins,0,,,491,203,1,False,False
claudekit-frontend-design-pro-demo,claudemarketplaces,plugins,0,,,67,202,1,False,False
cameronfreer-lean4-skills,claudemarketplaces,plugins,0,,,67,201,2,False,False
bowenliang123-markdown-exporter,claudemarketplaces,plugins,0,,,127,199,1,False,False
sanjay3290-ai-skills,claudemarketplaces,plugins,0,,,51,193,1,False,False
giuseppe-trisciuoglio-developer-kit,claudemarketplaces,plugins,0,,,177,193,11,False,False
johnrogers-claude-swift-engineering,claudemarketplaces,plugins,0,,,118,190,1,False,False
fumiya-kume-claude-code,claudemarketplaces,plugins,0,,,34,189,4,False,False
aannoo-hcom,claudemarketplaces,plugins,0,,,109,189,1,False,False
xiaolai-vmark,claudemarketplaces,plugins,0,,,31,187,1,False,False
croffasia-cc-blueprint-toolkit,claudemarketplaces,plugins,0,,,61,186,1,False,False
geekjourneyx-ai-daily-skill,claudemarketplaces,plugins,0,,,48,181,1,False,False
microsoft-github-copilot-for-azure,claudemarketplaces,plugins,0,,,24,180,1,False,False
melvynx-aiblueprint,claudemarketplaces,plugins,0,,,57,178,1,False,False
jpicklyk-task-orchestrator,claudemarketplaces,plugins,0,,,297,177,1,False,False
basnijholt-agent-cli,claudemarketplaces,plugins,0,,,46,173,1,False,False
bradleygolden-claude-marketplace-elixir,claudemarketplaces,plugins,0,,,29,172,10,False,False
hjertefolger-cortex,claudemarketplaces,plugins,0,,,91,170,1,False,False
better-auth-skills,claudemarketplaces,plugins,0,,,18,168,1,False,False
douglance-devsql,claudemarketplaces,plugins,0,,,512,168,1,False,False
tractorjuice-arc-kit,claudemarketplaces,plugins,0,,,63,165,1,False,False
lerianstudio-ring,claudemarketplaces,plugins,0,,,225,163,6,False,False
alekspetrov-navigator,claudemarketplaces,plugins,0,,,122,161,1,False,False
ed3dai-ed3d-plugins,claudemarketplaces,plugins,0,,,126,160,11,False,False
akin-ozer-cc-devops-skills,claudemarketplaces,plugins,0,,,64,159,1,False,False
whawkinsiv-solo-founder-superpowers,claudemarketplaces,plugins,0,,,142,157,1,False,False
nakanosanku-ohmyskills,claudemarketplaces,plugins,0,,,23,156,2,False,False
e2e-test-quest-uuv,claudemarketplaces,plugins,0,,,89,153,1,False,False
marcusquinn-aidevops,claudemarketplaces,plugins,0,,,296,153,1,False,False
minipuft-claude-prompts,claudemarketplaces,plugins,0,,,74,144,1,False,False
boostvolt-claude-code-lsps,claudemarketplaces,plugins,0,,,214,143,22,False,False
dylantmoore-stata-skill,claudemarketplaces,plugins,0,,,168,143,3,False,False
yonatangross-orchestkit,claudemarketplaces,plugins,0,,,139,141,1,False,False
gtmagents-gtm-agents,claudemarketplaces,plugins,0,,,158,141,67,False,False
lc2panda-wps-skills,claudemarketplaces,plugins,0,,,54,140,1,False,False
getsentry-dotagents,claudemarketplaces,plugins,0,,,99,138,1,False,False
ggprompts-tabzchrome,claudemarketplaces,plugins,0,,,67,138,1,False,False
ajobi-uhc-seer,claudemarketplaces,plugins,0,,,215,137,1,False,False
molefrog-skills,claudemarketplaces,plugins,0,,,63,136,1,False,False
georgeguimaraes-claude-code-elixir,claudemarketplaces,plugins,0,,,53,136,5,False,False
flora131-atomic,claudemarketplaces,plugins,0,,,108,136,1,False,False
elvismdev-claude-wordpress-skills,claudemarketplaces,plugins,0,,,166,135,1,False,False
eyadkelleh-awesome-claude-skills-security,claudemarketplaces,plugins,0,,,157,134,7,False,False
team-attention-hoyeon,claudemarketplaces,plugins,0,,,53,131,1,False,False
thebushidocollective-han,claudemarketplaces,plugins,0,,,121,130,338,False,False
conorluddy-xclaude-plugin,claudemarketplaces,plugins,0,,,159,128,1,False,False
medusajs-medusa-agent-skills,claudemarketplaces,plugins,0,,,68,128,3,False,False
romiluz13-cc10x,claudemarketplaces,plugins,0,,,60,127,1,False,False
team-attention-agent-council,claudemarketplaces,plugins,0,,,136,125,1,False,False
kenneth-liao-ai-launchpad-marketplace,claudemarketplaces,plugins,0,,,991,124,5,False,False
yusukebe-hono-skill,claudemarketplaces,plugins,0,,,44,120,1,False,False
hoangnb24-skills,claudemarketplaces,plugins,0,,,101,120,14,False,False
blencorp-lisa,claudemarketplaces,plugins,0,,,161,119,1,False,False
willibrandon-pixel-plugin,claudemarketplaces,plugins,0,,,152,118,1,False,False
abagames-slash-criticalthink,claudemarketplaces,plugins,0,,,227,117,1,False,False
vvkmnn-claude-emporium,claudemarketplaces,plugins,0,,,59,117,6,False,False
ascorbic-macrodata,claudemarketplaces,plugins,0,,,89,116,1,False,False
obra-superpowers-developing-for-claude-code,claudemarketplaces,plugins,0,,,76,115,1,False,False
veelenga-claude-mermaid,claudemarketplaces,plugins,0,,,58,115,1,False,False
ahmedasmar-devops-claude-skills,claudemarketplaces,plugins,0,,,53,114,6,False,False
techdufus-oh-my-claude,claudemarketplaces,plugins,0,,,58,114,1,False,False
jamesrochabrun-skills,claudemarketplaces,plugins,0,,,18,111,24,False,False
nikiforovall-claude-code-rules,claudemarketplaces,plugins,0,,,93,111,17,False,False
dagster-io-skills,claudemarketplaces,plugins,0,,,50,110,2,False,False
toskysun-sub-agents,claudemarketplaces,plugins,0,,,51,109,1,False,False
st0012-ruby-skills,claudemarketplaces,plugins,0,,,41,109,1,False,False
j-morgan6-elixir-phoenix-guide,claudemarketplaces,plugins,0,,,559,109,1,False,False
rileyhilliard-claude-essentials,claudemarketplaces,plugins,0,,,137,109,1,False,False
ojowwalker77-claude-matrix,claudemarketplaces,plugins,0,,,49,107,1,False,False
johnmatthewtennant-mcp-voice-hooks,claudemarketplaces,plugins,0,,,59,105,1,False,False
jmagly-aiwg,claudemarketplaces,plugins,0,,,202,104,6,False,False
rightcapitalhq-chinese-style-guide,claudemarketplaces,plugins,0,,,159,104,1,False,False
jamditis-claude-skills-journalism,claudemarketplaces,plugins,0,,,120,102,1,False,False
getsentry-sentry-for-ai,claudemarketplaces,plugins,0,,,85,101,1,False,False
secondsky-claude-skills,claudemarketplaces,plugins,0,,,97,101,170,False,False
lobu-ai-lobu,claudemarketplaces,plugins,0,,,63,100,1,False,False
haowjy-creative-writing-skills,claudemarketplaces,plugins,0,,,41,100,1,False,False
tuannvm-mcp-trino,claudemarketplaces,plugins,0,,,83,100,1,False,False
codeplaneapp-smithers,claudemarketplaces,plugins,0,,,27,98,1,False,False
kylesnowschwartz-simpleclaude,claudemarketplaces,plugins,0,,,65,95,6,False,False
claudate-project-multilevel-index,claudemarketplaces,plugins,0,,,223,93,1,False,False
agentsecops-secopsagentkit,claudemarketplaces,plugins,0,,,172,93,7,False,False
rfxlamia-skillkit,claudemarketplaces,plugins,0,,,81,91,10,False,False
rand-cc-polymath,claudemarketplaces,plugins,0,,,155,90,1,False,False
adrianpuiu-claude-skills-marketplace,claudemarketplaces,plugins,0,,,173,90,1,False,False
ab604-claude-code-r-skills,claudemarketplaces,plugins,0,,,45,90,2,False,False
cowwoc-cat,claudemarketplaces,plugins,0,,,33,89,1,False,False
obie-skills,claudemarketplaces,plugins,0,,,91,88,1,False,False
gantisstorm-essentials-claude-code,claudemarketplaces,plugins,0,,,295,88,1,False,False
jongwony-epistemic-protocols,claudemarketplaces,plugins,0,,,134,88,13,False,False
zai-org-zai-coding-plugins,claudemarketplaces,plugins,0,,,46,86,2,False,False
psincraian-myfy,claudemarketplaces,plugins,0,,,66,86,1,False,False
nbashaw-claude-cs,claudemarketplaces,plugins,0,,,92,85,1,False,False
lsp-client-lsp-skill,claudemarketplaces,plugins,0,,,38,84,1,False,False
artwist-polyakov-polyakov-claude-skills,claudemarketplaces,plugins,0,,,24,84,17,False,False
njerschow-textme,claudemarketplaces,plugins,0,,,40,84,1,False,False
miroapp-miro-ai,claudemarketplaces,plugins,0,,,173,83,6,False,False
